Year,SETR Category,Award level,Total Graduates,US Graduates,US Nonresident Graduates
2019,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,133,98,35
2019,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,128,123,5
2019,Cryptography,All award levels (total),117273,90513,26760
2019,Cryptography,Associate's degree,11116,10448,668
2019,Cryptography,Bachelor's degree,69629,61215,8414
2019,Cryptography,Doctor's degree – professional practice,53,53,0
2019,Cryptography,Doctor's degree – research/scholarship,2601,1284,1317
2019,Cryptography,Master's degree,30033,14276,15757
2019,Cryptography,Post-master's certificate,172,101,71
2019,Cryptography,Postbaccalaureate certificate,2199,1700,499
2019,Cryptography,Postsecondary certificate < 60 semester credit hours,1302,1272,30
2019,Cryptography,Postsecondary certificate > 60 semester credit hours,168,164,4
2019,Lasers,All award levels (total),38619,27115,11504
2019,Lasers,Associate's degree,4734,4645,89
2019,Lasers,Bachelor's degree,19405,16744,2661
2019,Lasers,Doctor's degree – research/scholarship,2358,692,1666
2019,Lasers,Master's degree,10688,3668,7020
2019,Lasers,Post-master's certificate,8,4,4
2019,Lasers,Postbaccalaureate certificate,108,52,56
2019,Lasers,Postsecondary certificate < 60 semester credit hours,1268,1260,8
2019,Lasers,Postsecondary certificate > 60 semester credit hours,50,50,0
2019,Materials Science,All award levels (total),22064,16965,5099
2019,Materials Science,Associate's degree,69,54,15
2019,Materials Science,Bachelor's degree,14514,12912,1602
2019,Materials Science,Doctor's degree – other,2,2,0
2019,Materials Science,Doctor's degree – research/scholarship,2296,1148,1148
2019,Materials Science,Master's degree,4776,2473,2303
2019,Materials Science,Post-master's certificate,56,45,11
2019,Materials Science,Postbaccalaureate certificate,279,260,19
2019,Materials Science,Postsecondary certificate < 60 semester credit hours,72,71,1
2019,Neuroscience,All award levels (total),12134,11197,937
2019,Neuroscience,Associate's degree,1,1,0
2019,Neuroscience,Bachelor's degree,9908,9499,409
2019,Neuroscience,Doctor's degree – professional practice,3,2,1
2019,Neuroscience,Doctor's degree – research/scholarship,1160,939,221
2019,Neuroscience,Master's degree,778,613,165
2019,Neuroscience,Post-master's certificate,196,68,128
2019,Neuroscience,Postbaccalaureate certificate,59,46,13
2019,Neuroscience,Postsecondary certificate < 60 semester credit hours,29,29,0
2019,Robotics,All award levels (total),76139,56022,20117
2019,Robotics,Associate's degree,6943,6768,175
2019,Robotics,Bachelor's degree,41396,37044,4352
2019,Robotics,Doctor's degree – research/scholarship,2891,888,2003
2019,Robotics,Master's degree,22239,8877,13362
2019,Robotics,Post-master's certificate,54,38,16
2019,Robotics,Postbaccalaureate certificate,961,771,190
2019,Robotics,Postsecondary certificate < 60 semester credit hours,1621,1602,19
2019,Robotics,Postsecondary certificate > 60 semester credit hours,34,34,0
2019,Semiconductors,All award levels (total),53974,39187,14787
2019,Semiconductors,Associate's degree,3482,3386,96
2019,Semiconductors,Bachelor's degree,31833,27806,4027
2019,Semiconductors,Doctor's degree – other,2,2,0
2019,Semiconductors,Doctor's degree – research/scholarship,3624,1332,2292
2019,Semiconductors,Master's degree,13484,5210,8274
2019,Semiconductors,Post-master's certificate,59,48,11
2019,Semiconductors,Postbaccalaureate certificate,376,298,78
2019,Semiconductors,Postsecondary certificate < 60 semester credit hours,1111,1102,9
2019,Semiconductors,Postsecondary certificate > 60 semester credit hours,3,3,0
2019,Space,All award levels (total),16966,15103,1863
2019,Space,Associate's degree,164,164,0
2019,Space,Bachelor's degree,11871,11186,685
2019,Space,Doctor's degree – research/scholarship,1172,726,446
2019,Space,Master's degree,3600,2885,715
2019,Space,Post-master's certificate,16,16,0
2019,Space,Postbaccalaureate certificate,134,119,15
2019,Space,Postsecondary certificate < 60 semester credit hours,9,7,2
2019,Sustainable Energy Technology,All award levels (total),17520,16198,1322
2019,Sustainable Energy Technology,Associate's degree,1316,1303,13
2019,Sustainable Energy Technology,Bachelor's degree,11638,11240,398
2019,Sustainable Energy Technology,Doctor's degree – research/scholarship,536,341,195
2019,Sustainable Energy Technology,Master's degree,3568,2864,704
2019,Sustainable Energy Technology,Post-master's certificate,6,6,0
2019,Sustainable Energy Technology,Postbaccalaureate certificate,180,170,10
2019,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,276,274,2
2020,Artificial Intelligence,All award levels (total),83088,60733,22355
2020,Artificial Intelligence,Associate's degree,4719,4357,362
2020,Artificial Intelligence,Bachelor's degree,50186,44342,5844
2020,Artificial Intelligence,Doctor's degree – professional practice,47,47,0
2020,Artificial Intelligence,Doctor's degree – research/scholarship,1449,555,894
2020,Artificial Intelligence,Master's degree,25002,10101,14901
2020,Artificial Intelligence,Post-master's certificate,100,45,55
2020,Artificial Intelligence,Postbaccalaureate certificate,990,696,294
2020,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,438,435,3
2020,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,157,155,2
2020,Biotechnology and Synthetic Biology,All award levels (total),24255,21695,2560
2020,Biotechnology and Synthetic Biology,Associate's degree,539,514,25
2020,Biotechnology and Synthetic Biology,Bachelor's degree,18554,17448,1106
2020,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1551,1080,471
2020,Biotechnology and Synthetic Biology,Master's degree,3223,2314,909
2020,Biotechnology and Synthetic Biology,Post-master's certificate,73,60,13
2020,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,178,146,32
2020,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,137,133,4
2020,Cryptography,All award levels (total),127241,97760,29481
2020,Cryptography,Associate's degree,12350,11579,771
2020,Cryptography,Bachelor's degree,75672,65740,9932
2020,Cryptography,Doctor's degree – professional practice,47,47,0
2020,Cryptography,Doctor's degree – research/scholarship,2619,1210,1409
2020,Cryptography,Master's degree,32297,15469,16828
2020,Cryptography,Post-master's certificate,232,112,120
2020,Cryptography,Postbaccalaureate certificate,2315,1927,388
2020,Cryptography,Postsecondary certificate < 60 semester credit hours,1592,1561,31
2020,Cryptography,Postsecondary certificate > 60 semester credit hours,117,115,2
2020,Lasers,All award levels (total),36725,25903,10822
2020,Lasers,Associate's degree,3708,3633,75
2020,Lasers,Bachelor's degree,19363,16657,2706
2020,Lasers,Doctor's degree – research/scholarship,2434,681,1753
2020,Lasers,Master's degree,9810,3604,6206
2020,Lasers,Post-master's certificate,32,15,17
2020,Lasers,Postbaccalaureate certificate,108,52,56
2020,Lasers,Postsecondary certificate < 60 semester credit hours,1217,1208,9
2020,Lasers,Postsecondary certificate > 60 semester credit hours,53,53,0
2020,Materials Science,All award levels (total),21090,16254,4836
2020,Materials Science,Associate's degree,62,56,6
2020,Materials Science,Bachelor's degree,14006,12476,1530
2020,Materials Science,Doctor's degree – other,1,1,0
2020,Materials Science,Doctor's degree – research/scholarship,2118,1008,1110
2020,Materials Science,Master's degree,4594,2450,2144
2020,Materials Science,Post-master's certificate,22,11,11
2020,Materials Science,Postbaccalaureate certificate,254,221,33
2020,Materials Science,Postsecondary certificate < 60 semester credit hours,33,31,2
2020,Neuroscience,All award levels (total),13266,12259,1007
2020,Neuroscience,Associate's degree,4,4,0
2020,Neuroscience,Bachelor's degree,11025,10571,454
2020,Neuroscience,Doctor's degree – professional practice,4,4,0
2020,Neuroscience,Doctor's degree – research/scholarship,1094,871,223
2020,Neuroscience,Master's degree,845,668,177
2020,Neuroscience,Post-master's certificate,231,79,152
2020,Neuroscience,Postbaccalaureate certificate,34,33,1
2020,Neuroscience,Postsecondary certificate < 60 semester credit hours,29,29,0
2020,Robotics,All award levels (total),77762,57785,19977
2020,Robotics,Associate's degree,7029,6860,169
2020,Robotics,Bachelor's degree,43127,38339,4788
2020,Robotics,Doctor's degree – research/scholarship,3022,898,2124
2020,Robotics,Master's degree,21938,9254,12684
2020,Robotics,Post-master's certificate,67,37,30
2020,Robotics,Postbaccalaureate certificate,1003,838,165
2020,Robotics,Postsecondary certificate < 60 semester credit hours,1528,1512,16
2020,Robotics,Postsecondary certificate > 60 semester credit hours,48,47,1
2020,Semiconductors,All award levels (total),51647,37743,13904
2020,Semiconductors,Associate's degree,3073,2992,81
2020,Semiconductors,Bachelor's degree,31164,27176,3988
2020,Semiconductors,Doctor's degree – other,1,1,0
2020,Semiconductors,Doctor's degree – research/scholarship,3620,1267,2353
2020,Semiconductors,Master's degree,12495,5135,7360
2020,Semiconductors,Post-master's certificate,47,22,25
2020,Semiconductors,Postbaccalaureate certificate,346,259,87
2020,Semiconductors,Postsecondary certificate < 60 semester credit hours,895,885,10
2020,Semiconductors,Postsecondary certificate > 60 semester credit hours,6,6,0
2020,Space,All award levels (total),16959,15135,1824
2020,Space,Associate's degree,170,169,1
2020,Space,Bachelor's degree,11958,11231,727
2020,Space,Doctor's degree – research/scholarship,1177,745,432
2020,Space,Master's degree,3470,2831,639
2020,Space,Post-master's certificate,31,25,6
2020,Space,Postbaccalaureate certificate,141,123,18
2020,Space,Postsecondary certificate < 60 semester credit hours,12,11,1
2020,Sustainable Energy Technology,All award levels (total),16973,15814,1159
2020,Sustainable Energy Technology,Associate's degree,821,812,9
2020,Sustainable Energy Technology,Bachelor's degree,12044,11643,401
2020,Sustainable Energy Technology,Doctor's degree – research/scholarship,485,321,164
2020,Sustainable Energy Technology,Master's degree,3246,2689,557
2020,Sustainable Energy Technology,Post-master's certificate,11,5,6
2020,Sustainable Energy Technology,Postbaccalaureate certificate,196,174,22
2020,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,170,170,0
2021,Artificial Intelligence,All award levels (total),90529,66038,24491
2021,Artificial Intelligence,Associate's degree,5458,5092,366
2021,Artificial Intelligence,Bachelor's degree,54131,47621,6510
2021,Artificial Intelligence,Doctor's degree – professional practice,70,70,0
2021,Artificial Intelligence,Doctor's degree – research/scholarship,1457,551,906
2021,Artificial Intelligence,Master's degree,27428,11208,16220
2021,Artificial Intelligence,Post-master's certificate,92,42,50
2021,Artificial Intelligence,Postbaccalaureate certificate,1268,839,429
2021,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,456,448,8
2021,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,169,167,2
2021,Biotechnology and Synthetic Biology,All award levels (total),24646,22221,2425
2021,Biotechnology and Synthetic Biology,Associate's degree,552,526,26
2021,Biotechnology and Synthetic Biology,Bachelor's degree,19001,17981,1020
2021,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1482,1026,456
2021,Biotechnology and Synthetic Biology,Master's degree,3269,2378,891
2021,Biotechnology and Synthetic Biology,Post-master's certificate,35,28,7
2021,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,163,141,22
2021,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,144,141,3
2021,Cryptography,All award levels (total),136251,105233,31018
2021,Cryptography,Associate's degree,13872,13136,736
2021,Cryptography,Bachelor's degree,79490,69057,10433
2021,Cryptography,Doctor's degree – professional practice,70,70,0
2021,Cryptography,Doctor's degree – research/scholarship,2684,1233,1451
2021,Cryptography,Master's degree,35182,17426,17756
2021,Cryptography,Post-master's certificate,208,123,85
2021,Cryptography,Postbaccalaureate certificate,2722,2196,526
2021,Cryptography,Postsecondary certificate < 60 semester credit hours,1881,1852,29
2021,Cryptography,Postsecondary certificate > 60 semester credit hours,142,140,2
2021,Lasers,All award levels (total),34439,24988,9451
2021,Lasers,Associate's degree,3670,3580,90
2021,Lasers,Bachelor's degree,18662,16246,2416
2021,Lasers,Doctor's degree – research/scholarship,2225,608,1617
2021,Lasers,Master's degree,8704,3440,5264
2021,Lasers,Post-master's certificate,29,9,20
2021,Lasers,Postbaccalaureate certificate,134,102,32
2021,Lasers,Postsecondary certificate < 60 semester credit hours,955,943,12
2021,Lasers,Postsecondary certificate > 60 semester credit hours,60,60,0
2021,Materials Science,All award levels (total),20152,15403,4749
2021,Materials Science,Associate's degree,66,54,12
2021,Materials Science,Bachelor's degree,13032,11741,1291
2021,Materials Science,Doctor's degree – other,2,2,0
2021,Materials Science,Doctor's degree – research/scholarship,2223,1036,1187
2021,Materials Science,Master's degree,4505,2292,2213
2021,Materials Science,Post-master's certificate,25,15,10
2021,Materials Science,Postbaccalaureate certificate,262,227,35
2021,Materials Science,Postsecondary certificate < 60 semester credit hours,37,36,1
2021,Neuroscience,All award levels (total),14042,13167,875
2021,Neuroscience,Associate's degree,1,1,0
2021,Neuroscience,Bachelor's degree,11971,11472,499
2021,Neuroscience,Doctor's degree – professional practice,2,2,0
2021,Neuroscience,Doctor's degree – research/scholarship,1006,831,175
2021,Neuroscience,Master's degree,925,735,190
2021,Neuroscience,Post-master's certificate,45,41,4
2021,Neuroscience,Postbaccalaureate certificate,63,57,6
2021,Neuroscience,Postsecondary certificate < 60 semester credit hours,29,28,1
2021,Robotics,All award levels (total),80154,60930,19224
2021,Robotics,Associate's degree,7450,7272,178
2021,Robotics,Bachelor's degree,44282,39590,4692
2021,Robotics,Doctor's degree – research/scholarship,2817,828,1989
2021,Robotics,Master's degree,22174,10082,12092
2021,Robotics,Post-master's certificate,94,59,35
2021,Robotics,Postbaccalaureate certificate,1485,1269,216
2021,Robotics,Postsecondary certificate < 60 semester credit hours,1806,1785,21
2021,Robotics,Postsecondary certificate > 60 semester credit hours,46,45,1
2021,Semiconductors,All award levels (total),48651,36096,12555
2021,Semiconductors,Associate's degree,3068,2967,101
2021,Semiconductors,Bachelor's degree,29625,26126,3499
2021,Semiconductors,Doctor's degree – other,2,2,0
2021,Semiconductors,Doctor's degree – professional practice,1,1,0
2021,Semiconductors,Doctor's degree – research/scholarship,3451,1167,2284
2021,Semiconductors,Master's degree,11377,4813,6564
2021,Semiconductors,Post-master's certificate,51,24,27
2021,Semiconductors,Postbaccalaureate certificate,371,303,68
2021,Semiconductors,Postsecondary certificate < 60 semester credit hours,691,679,12
2021,Semiconductors,Postsecondary certificate > 60 semester credit hours,14,14,0
2021,Space,All award levels (total),16458,14755,1703
2021,Space,Associate's degree,166,161,5
2021,Space,Bachelor's degree,11437,10786,651
2021,Space,Doctor's degree – research/scholarship,1070,629,441
2021,Space,Master's degree,3531,2948,583
2021,Space,Post-master's certificate,26,21,5
2021,Space,Postbaccalaureate certificate,216,198,18
2021,Space,Postsecondary certificate < 60 semester credit hours,12,12,0
2021,Sustainable Energy Technology,All award levels (total),16988,15879,1109
2021,Sustainable Energy Technology,Associate's degree,823,809,14
2021,Sustainable Energy Technology,Bachelor's degree,12067,11716,351
2021,Sustainable Energy Technology,Doctor's degree – research/scholarship,417,257,160
2021,Sustainable Energy Technology,Master's degree,3273,2705,568
2021,Sustainable Energy Technology,Post-master's certificate,8,4,4
2021,Sustainable Energy Technology,Postbaccalaureate certificate,288,278,10
2021,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,112,110,2
2022,Artificial Intelligence,All award levels (total),90507,70344,20163
2022,Artificial Intelligence,Associate's degree,5836,5507,329
2022,Artificial Intelligence,Bachelor's degree,57161,50616,6545
2022,Artificial Intelligence,Doctor's degree – professional practice,64,64,0
2022,Artificial Intelligence,Doctor's degree – research/scholarship,1657,600,1057
2022,Artificial Intelligence,Master's degree,24144,12278,11866
2022,Artificial Intelligence,Post-master's certificate,42,26,16
2022,Artificial Intelligence,Postbaccalaureate certificate,1106,770,336
2022,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,335,324,11
2022,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,162,159,3
2022,Biotechnology and Synthetic Biology,All award levels (total),24784,22504,2280
2022,Biotechnology and Synthetic Biology,Associate's degree,454,433,21
2022,Biotechnology and Synthetic Biology,Bachelor's degree,18698,17663,1035
2022,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1604,1177,427
2022,Biotechnology and Synthetic Biology,Master's degree,3581,2823,758
2022,Biotechnology and Synthetic Biology,Post-master's certificate,46,36,10
2022,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,182,157,25
2022,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,216,212,4
2022,Biotechnology and Synthetic Biology,Postsecondary certificate > 60 semester credit hours,3,3,0
2022,Cryptography,All award levels (total),137109,110162,26947
2022,Cryptography,Associate's degree,14078,13474,604
2022,Cryptography,Bachelor's degree,82157,71909,10248
2022,Cryptography,Doctor's degree – professional practice,64,64,0
2022,Cryptography,Doctor's degree – research/scholarship,3004,1366,1638
2022,Cryptography,Master's degree,33327,19383,13944
2022,Cryptography,Post-master's certificate,189,113,76
2022,Cryptography,Postbaccalaureate certificate,2340,1943,397
2022,Cryptography,Postsecondary certificate < 60 semester credit hours,1829,1792,37
2022,Cryptography,Postsecondary certificate > 60 semester credit hours,121,118,3
2022,Lasers,All award levels (total),31853,24600,7253
2022,Lasers,Associate's degree,3301,3234,67
2022,Lasers,Bachelor's degree,17837,15768,2069
2022,Lasers,Doctor's degree – research/scholarship,2286,645,1641
2022,Lasers,Master's degree,7127,3694,3433
2022,Lasers,Post-master's certificate,14,7,7
2022,Lasers,Postbaccalaureate certificate,146,121,25
2022,Lasers,Postsecondary certificate < 60 semester credit hours,1105,1094,11
2022,Lasers,Postsecondary certificate > 60 semester credit hours,37,37,0
2022,Materials Science,All award levels (total),19555,15404,4151
2022,Materials Science,Associate's degree,48,44,4
2022,Materials Science,Bachelor's degree,12267,11144,1123
2022,Materials Science,Doctor's degree – research/scholarship,2441,1176,1265
2022,Materials Science,Master's degree,4404,2715,1689
2022,Materials Science,Post-master's certificate,50,26,24
2022,Materials Science,Postbaccalaureate certificate,299,255,44
2022,Materials Science,Postsecondary certificate < 60 semester credit hours,46,44,2
2022,Neuroscience,All award levels (total),15015,14106,909
2022,Neuroscience,Associate's degree,6,6,0
2022,Neuroscience,Bachelor's degree,12679,12170,509
2022,Neuroscience,Doctor's degree – professional practice,3,3,0
2022,Neuroscience,Doctor's degree – research/scholarship,1222,1007,215
2022,Neuroscience,Master's degree,994,820,174
2022,Neuroscience,Post-master's certificate,26,22,4
2022,Neuroscience,Postbaccalaureate certificate,45,38,7
2022,Neuroscience,Postsecondary certificate < 60 semester credit hours,40,40,0
2022,Robotics,All award levels (total),78389,62763,15626
2022,Robotics,Associate's degree,8030,7871,159
2022,Robotics,Bachelor's degree,43754,39500,4254
2022,Robotics,Doctor's degree – research/scholarship,2965,902,2063
2022,Robotics,Master's degree,20072,11112,8960
2022,Robotics,Post-master's certificate,89,78,11
2022,Robotics,Postbaccalaureate certificate,1328,1165,163
2022,Robotics,Postsecondary certificate < 60 semester credit hours,2127,2111,16
2022,Robotics,Postsecondary certificate > 60 semester credit hours,24,24,0
2022,Semiconductors,All award levels (total),45453,35441,10012
2022,Semiconductors,Associate's degree,2658,2587,71
2022,Semiconductors,Bachelor's degree,28064,25097,2967
2022,Semiconductors,Doctor's degree – research/scholarship,3594,1267,2327
2022,Semiconductors,Master's degree,9883,5334,4549
2022,Semiconductors,Post-master's certificate,57,30,27
2022,Semiconductors,Postbaccalaureate certificate,375,316,59
2022,Semiconductors,Postsecondary certificate < 60 semester credit hours,818,806,12
2022,Semiconductors,Postsecondary certificate > 60 semester credit hours,4,4,0
2022,Space,All award levels (total),17195,15567,1628
2022,Space,Associate's degree,196,195,1
2022,Space,Bachelor's degree,11948,11293,655
2022,Space,Doctor's degree – research/scholarship,1187,712,475
2022,Space,Master's degree,3666,3186,480
2022,Space,Post-master's certificate,19,15,4
2022,Space,Postbaccalaureate certificate,167,154,13
2022,Space,Postsecondary certificate < 60 semester credit hours,12,12,0
2022,Sustainable Energy Technology,All award levels (total),17363,16404,959
2022,Sustainable Energy Technology,Associate's degree,854,846,8
2022,Sustainable Energy Technology,Bachelor's degree,12034,11683,351
2022,Sustainable Energy Technology,Doctor's degree – research/scholarship,491,323,168
2022,Sustainable Energy Technology,Master's degree,3542,3151,391
2022,Sustainable Energy Technology,Post-master's certificate,20,12,8
2022,Sustainable Energy Technology,Postbaccalaureate certificate,312,281,31
2022,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,110,108,2
2023,Artificial Intelligence,All award levels (total),107964,73878,34086
2023,Artificial Intelligence,Associate's degree,6076,5821,255
2023,Artificial Intelligence,Bachelor's degree,59037,52736,6301
2023,Artificial Intelligence,Doctor's degree – professional practice,49,49,0
2023,Artificial Intelligence,Doctor's degree – research/scholarship,1701,668,1033
2023,Artificial Intelligence,Master's degree,38986,13053,25933
2023,Artificial Intelligence,Post-master's certificate,67,24,43
2023,Artificial Intelligence,Postbaccalaureate certificate,1358,841,517
2023,Artificial Intelligence,Postsecondary certificate < 60 semester credit hours,469,468,1
2023,Artificial Intelligence,Postsecondary certificate > 60 semester credit hours,221,218,3
2023,Biotechnology and Synthetic Biology,All award levels (total),24824,22161,2663
2023,Biotechnology and Synthetic Biology,Associate's degree,512,485,27
2023,Biotechnology and Synthetic Biology,Bachelor's degree,18206,17233,973
2023,Biotechnology and Synthetic Biology,Doctor's degree – research/scholarship,1698,1218,480
2023,Biotechnology and Synthetic Biology,Master's degree,4004,2861,1143
2023,Biotechnology and Synthetic Biology,Post-master's certificate,32,26,6
2023,Biotechnology and Synthetic Biology,Postbaccalaureate certificate,200,174,26
2023,Biotechnology and Synthetic Biology,Postsecondary certificate < 60 semester credit hours,172,164,8
2023,Cryptography,All award levels (total),155560,115464,40096
2023,Cryptography,Associate's degree,14553,14071,482
2023,Cryptography,Bachelor's degree,84216,74549,9667
2023,Cryptography,Doctor's degree – professional practice,49,49,0
2023,Cryptography,Doctor's degree – research/scholarship,2938,1378,1560
2023,Cryptography,Master's degree,48429,20780,27649
2023,Cryptography,Post-master's certificate,146,72,74
2023,Cryptography,Postbaccalaureate certificate,2720,2085,635
2023,Cryptography,Postsecondary certificate < 60 semester credit hours,2304,2278,26
2023,Cryptography,Postsecondary certificate > 60 semester credit hours,205,202,3
2023,Lasers,All award levels (total),33028,24120,8908
2023,Lasers,Associate's degree,3342,3292,50
2023,Lasers,Bachelor's degree,16953,15155,1798
2023,Lasers,Doctor's degree – other,1,1,0
2023,Lasers,Doctor's degree – research/scholarship,2266,664,1602
2023,Lasers,Master's degree,9185,3790,5395
2023,Lasers,Post-master's certificate,24,8,16
2023,Lasers,Postbaccalaureate certificate,123,82,41
2023,Lasers,Postsecondary certificate < 60 semester credit hours,1080,1074,6
2023,Lasers,Postsecondary certificate > 60 semester credit hours,54,54,0
2023,Materials Science,All award levels (total),19370,14866,4504
2023,Materials Science,Associate's degree,48,42,6
2023,Materials Science,Bachelor's degree,11356,10418,938
2023,Materials Science,Doctor's degree – other,1,1,0
2023,Materials Science,Doctor's degree – research/scholarship,2420,1229,1191
2023,Materials Science,Master's degree,5027,2708,2319
2023,Materials Science,Post-master's certificate,36,22,14
2023,Materials Science,Postbaccalaureate certificate,265,232,33
2023,Materials Science,Postsecondary certificate < 60 semester credit hours,217,214,3
2023,Neuroscience,All award levels (total),15391,14389,1002
2023,Neuroscience,Associate's degree,5,5,0
2023,Neuroscience,Bachelor's degree,12960,12412,548
2023,Neuroscience,Doctor's degree – professional practice,4,4,0
2023,Neuroscience,Doctor's degree – research/scholarship,1235,1034,201
2023,Neuroscience,Master's degree,1063,822,241
2023,Neuroscience,Post-master's certificate,42,38,4
2023,Neuroscience,Postbaccalaureate certificate,55,47,8
2023,Neuroscience,Postsecondary certificate < 60 semester credit hours,26,26,0
2023,Neuroscience,Postsecondary certificate > 60 semester credit hours,1,1,0
2023,Robotics,All award levels (total),84621,63181,21440
2023,Robotics,Associate's degree,8120,7959,161
2023,Robotics,Bachelor's degree,42453,38625,3828
2023,Robotics,Doctor's degree – other,1,1,0
2023,Robotics,Doctor's degree – research/scholarship,2942,993,1949
2023,Robotics,Master's degree,27173,11991,15182
2023,Robotics,Post-master's certificate,80,57,23
2023,Robotics,Postbaccalaureate certificate,1424,1143,281
2023,Robotics,Postsecondary certificate < 60 semester credit hours,2400,2385,15
2023,Robotics,Postsecondary certificate > 60 semester credit hours,28,27,1
2023,Semiconductors,All award levels (total),46323,34527,11796
2023,Semiconductors,Associate's degree,2643,2591,52
2023,Semiconductors,Bachelor's degree,26528,23969,2559
2023,Semiconductors,Doctor's degree – other,2,2,0
2023,Semiconductors,Doctor's degree – research/scholarship,3537,1328,2209
2023,Semiconductors,Master's degree,12281,5406,6875
2023,Semiconductors,Post-master's certificate,52,26,26
2023,Semiconductors,Postbaccalaureate certificate,319,252,67
2023,Semiconductors,Postsecondary certificate < 60 semester credit hours,956,948,8
2023,Semiconductors,Postsecondary certificate > 60 semester credit hours,5,5,0
2023,Space,All award levels (total),17451,15693,1758
2023,Space,Associate's degree,180,177,3
2023,Space,Bachelor's degree,11770,11120,650
2023,Space,Doctor's degree – research/scholarship,1234,787,447
2023,Space,Master's degree,4055,3417,638
2023,Space,Post-master's certificate,33,25,8
2023,Space,Postbaccalaureate certificate,162,150,12
2023,Space,Postsecondary certificate < 60 semester credit hours,17,17,0
2023,Sustainable Energy Technology,All award levels (total),18016,16978,1038
2023,Sustainable Energy Technology,Associate's degree,865,863,2
2023,Sustainable Energy Technology,Bachelor's degree,12377,12100,277
2023,Sustainable Energy Technology,Doctor's degree – research/scholarship,502,312,190
2023,Sustainable Energy Technology,Master's degree,3844,3307,537
2023,Sustainable Energy Technology,Post-master's certificate,21,19,2
2023,Sustainable Energy Technology,Postbaccalaureate certificate,321,292,29
2023,Sustainable Energy Technology,Postsecondary certificate < 60 semester credit hours,81,80,1
2023,Sustainable Energy Technology,Postsecondary certificate > 60 semester credit hours,5,5,0
