SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPSD23.DAT

SAS NAME          LENGTH   FORMAT   START    END     TYPE         LABEL
WABLLIM            0001    $CHAR1.  00367    00367   Character    CC_JOB_RETIRE_HEALTH_IMPAIR_LIMITS_WORK
WABLPRV            0001    $CHAR1.  00368    00368   Character    CC_JOB_RETIRE_HEALTH_IMPAIR_PREVENTS_WORK
WABRSH             0001    $CHAR1.  00369    00369   Character    F_JOB_WRK_ACTVTY_BASIC_RSCH
WACOM              0001    $CHAR1.  00370    00370   Character    F_JOB_WRK_ACTVTY_COMPUTER
WADEV              0001    $CHAR1.  00371    00371   Character    F_JOB_WRK_ACTVTY_DEVELOPMT
WADSN              0001    $CHAR1.  00372    00372   Character    F_JOB_WRK_ACTVTY_DESIGN
WAEMRL             0001    $CHAR1.  00373    00373   Character    F_JOB_WRK_ACTVTY_PERSONNEL
WAMGMT             0001    $CHAR1.  00374    00374   Character    F_JOB_WRK_ACTVTY_MGT
WAOT               0001    $CHAR1.  00375    00375   Character    F_JOB_WRK_ACTVTY_OTHR
WAPRI              0002    $CHAR2.  00376    00377   Character    F_JOB_WRK_ACTIVITY_PRIMRY
WAPROD             0001    $CHAR1.  00378    00378   Character    F_JOB_WRK_ACTVTY_PRODUCTN
WAPRSM3            0001    $CHAR1.  00379    00379   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY_NEWRD_2
WAQM               0001    $CHAR1.  00380    00380   Character    F_JOB_WRK_ACTVTY_QUAL_MGT
WASALE             0001    $CHAR1.  00381    00381   Character    F_JOB_WRK_ACTVTY_SALES
WASCSM3            0001    $CHAR1.  00382    00382   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY_NEWRD_2
WASEC              0002    $CHAR2.  00383    00384   Character    F_JOB_WRK_ACTIVITY_SECONDARY
WASVC              0001    $CHAR1.  00385    00385   Character    F_JOB_WRK_ACTVTY_PROF_SERV
WATEA              0001    $CHAR1.  00386    00386   Character    F_JOB_WRK_ACTVTY_TEACH
WKSLYR             0007    7.0      00387    00393   Numeric      B_PRINCIPAL_JOB_LESS_THAN_52WKS
WKSWK              0007    7.0      00394    00400   Numeric      B_PRINCIPAL_JOB_WEEKS
WKSYR              0001    $CHAR1.  00401    00401   Character    B_PRINCIPAL_JOB_52_WEEKS
WKTRNI             0001    $CHAR1.  00402    00402   Character    G_JOB_TRAINING_WRK_RELTD_IND
WRKG               0001    $CHAR1.  00403    00403   Character    A_JOB_STATUS_EMPLOYED_IND
WRKGP              0001    $CHAR1.  00404    00404   Character    D_JOB_EMPLOYED_IND
WTRCHOC            0001    $CHAR1.  00405    00405   Character    G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF
WTREASN            0001    $CHAR1.  00406    00406   Character    G_JOB_TRAINING_PRIMARY_REASON
WTREM              0001    $CHAR1.  00407    00407   Character    G_JOB_TRAINING_REAS_EMPLR_REQ
WTRLIC             0001    $CHAR1.  00408    00408   Character    G_JOB_TRAINING_REAS_LICENSING
WTROPPS            0001    $CHAR1.  00409    00409   Character    G_JOB_TRAINING_REAS_OPPS_ADV_SALARY
WTROT              0001    $CHAR1.  00410    00410   Character    G_JOB_TRAINING_REAS_OTHR
WTRPERS            0001    $CHAR1.  00411    00411   Character    G_JOB_TRAINING_REAS_PERS
WTRSKL             0001    $CHAR1.  00412    00412   Character    G_JOB_TRAINING_REAS_ACQ_SKILL
WTSURVY            0015    15.4     00413    00427   Numeric      Z_WEIGHTING_FACTOR_SURVEY
