sas_name,SESTAT_NAME,DESCRIPTION,source,question,domain,SAS_FMT
RACETHMP,U_DEM_MULTIPLE_RACE_ETHNICITY_CAT_PUB,Race/ethnicity (recoded for public use),RECODE,Derived within SESTAT from reported information.,All respondents,$ETHNCPM.
REFID,Z_REFERENCE_ID_NUMBER,Reference/ID number,SYSTEM,Data item developed by survey contractors,All respondents,$REFID.
REFYR,Z_SURVEY_YEAR,Survey year,SYSTEM,Data item developed by survey contractors; describes current year of survey,All respondents,FOUR.
SALARP,H_JOB_SALARY_ANN_PUB,Salary (annualized and recoded for public use),A37 (RECODE),"Before deductions, what was your BASIC ANNUAL SALARY on this job as of the week of [survey reference date]?  [Data has been annualized]","Working during the week of October 1, 2003",NUMDOL.
SRVMODE,Z_SURVEY_MODE,Survey mode,SYSTEM,Data item developed by survey contractors; describes mode of data collection completed by respondent,All respondents,$MODE.
SUPWK,F_JOB_SUPERVISE_WRK_IND,Supervised others in principal job indicator,A33,Did you supervise the work of others as part of your principal job held during the week of [survey reference date]?,"Working during the week of October 1, 2003",$YESNO.
SURID,Z_SURVEY_IDENTIFIER,Survey identifier,SYSTEM,Data item developed by survey contractors; describes the survey used to collect the current year's data on the respondent,All respondents,$SURID.
TCDGCMP,N_ED_WORK_DEGREE_COMPLETED,Completed degree between [previous survey reference month/year] and [current survey reference month/year],D01,Between [previous survey reference month/year] and [current survey month/year] did you complete another degree?,Took courses/enrolled in college/university between April 2001 and October 2003 (SDR only),$YESNO.
WAACC,F_JOB_WRK_ACTVTY_ACCTNG,"Work activity on principal job (10% indicator): accounting, finance, contracts",A31.01,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Accounting, finance, contracts"")","Working during the week of October 1, 2003",$YESNO.
WAAPRSH,F_JOB_WRK_ACTVTY_APPLIED_RSCH,Work activity on principal job (10% indicator): applied research,A31.03,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Applied research - study directed toward gaining scientific knowledge to meet a recognized need"")","Working during the week of October 1, 2003",$YESNO.
WABRSH,F_JOB_WRK_ACTVTY_BASIC_RSCH,Work activity on principal job (10% indicator): basic research,A31.02,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Basic research - study directed toward gaining scientific knowledge primarily for its own sake"")","Working during the week of October 1, 2003",$YESNO.
WACOM,F_JOB_WRK_ACTVTY_COMPUTER,Work activity on principal job (10% indicator): computer applications,A31.06,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Computer applications, programming, systems development"")","Working during the week of October 1, 2003",$YESNO.
WADEV,F_JOB_WRK_ACTVTY_DEVELOPMT,Work activity on principal job (10% indicator): development,A31.04,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Development - using knowledge gained from research for the production of materials, devices"")","Working during the week of October 1, 2003",$YESNO.
WADSN,F_JOB_WRK_ACTVTY_DESIGN,Work activity on principal job (10% indicator): design,A31.05,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Design of equipment, processes, structures, models"")","Working during the week of October 1, 2003",$YESNO.
WAEMRL,F_JOB_WRK_ACTVTY_PERSONNEL,Work activity on principal job (10% indicator): human resources,A31.07,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Employee relations - including recruiting, personnel development, internal training"")","Working during the week of October 1, 2003",$YESNO.
WAMGMT,F_JOB_WRK_ACTVTY_MGT,Work activity on principal job (10% indicator): managing or supervising people/project,A31.08,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Managing or supervising people or projects"")","Working during the week of October 1, 2003",$YESNO.
WAOT,F_JOB_WRK_ACTVTY_OTHR,Work activity on principal job (10% indicator): other,A31.14,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Other"")","Working during the week of October 1, 2003",$YESNO.
WAPRI,F_JOB_WRK_ACTIVITY_PRIMRY,Work activity spent most hours on in principal job,A32.1,"On which TWO activities..., did you work the most hours during a typical week on this job? (Response to ""Activity MOST hours"")","Working during the week of October 1, 2003",$WRK2ACT.
WAPROD,F_JOB_WRK_ACTVTY_PRODUCTN,"Work activity on principal job (10% indicator): production, operations, maintenance",A31.09,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Production, operations, maintenance (e.g. chip production, operating lab equipment""))","Working during the week of October 1, 2003",$YESNO.
WAPRSM,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY,Summarized primary work activity,RECODE,Derived within SESTAT from reported information.,"Working during the week of October 1, 2003",$WRKSUM.
WAQM,F_JOB_WRK_ACTVTY_QUAL_MGT,Work activity on principal job (10% indicator): quality or productivity management,A31.12,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Quality or productivity management"")","Working during the week of October 1, 2003",$YESNO.
WASALE,F_JOB_WRK_ACTVTY_SALES,"Work activity on principal job (10% indicator): sales, purchasing, marketing",A31.11,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Sales, purchasing, marketing, customer service, public relations"")","Working during the week of October 1, 2003",$YESNO.
WASCSM,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY,Summarized secondary work activity,RECODE,Derived within SESTAT from reported information.,"Working during the week of October 1, 2003",$WRKSUM.
WASEC,F_JOB_WRK_ACTIVITY_SECONDARY,Work activity spent second most hours on in principal job,A32.2,"On which TWO activities..., did you work the most hours during a typical week on this job? (Response to ""Activity SECOND MOST hours"")","Working during the week of October 1, 2003",$WRK2ACT.
WASVC,F_JOB_WRK_ACTVTY_PROF_SERV,Work activity on principal job (10% indicator): professional services,A31.10,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Professional services (health care, couseling, financial services, legal services"")","Working during the week of October 1, 2003",$YESNO.
WATEA,F_JOB_WRK_ACTVTY_TEACH,Work activity on principal job (10% indicator): teaching,A31.13,"Which of the following work activities occupied at least 10 percent of your time during a TYPICAL work week on this job? (Response to ""Teaching"")","Working during the week of October 1, 2003",$YESNO.
WKSWKP,B_PRINCIPAL_JOB_WEEKS_PUB,Principal job salary:  weeks per year basis (recoded for public use),A39 (RECODE),Upon how many weeks per year was your salary based?,"Working week of October 1, 2003",$JOBWKP.
WKTRNI,G_JOB_TRAINING_WRK_RELTD_IND,Attended work-related training,C06,"During the past year, did you attend any work-related training, such as workshops or seminars?","All respondents, except those who never worked",$YESNO.
WRKG,A_JOB_STATUS_EMPLOYED_IND,Working for pay or profit during reference week,A01,Were you working for pay or profit during the week of [survey reference date]?,All respondents,$YESNO.
WRKGP,D_JOB_EMPLOYED_IND,"Employment status indicator, comparing current and previous reference weeks",B01,"Were you working for pay or profit during both of these time periods -- the week of [prior survey reference date], and [survey reference date] ?","All respondents, except those who never worked (working respondents to the SDR and NSCG only)",$YESNO.
WTAPRF,G_JOB_TRAINING_WRK_RELTD_GENL,Area of work-related training: General professional training,C07.3,"During the past year, in which of the folloiwng areas did you receive training? (Response to ""General professional training (e.g. public speaking, business writing, word processing, spreadsheet use, etc."")",Attended work-related workshops/seminars/other training,$YESNO.
WTMGT,G_JOB_TRAINING_WRK_RELTD_MGT,Area of work-related training: Management training,C07.1,"During the past year, in which of the folloiwng areas did you receive training? (Response to ""Management or supervisor training"")",Attended work-related workshops/seminars/other training,$YESNO.
WTOT,G_JOB_TRAINING_WRK_RELTD_OTHR,Area of work-related training: Other,C07.4,"During the past year, in which of the folloiwng areas did you receive training? (Response to ""Other work-related training"")",Attended work-related workshops/seminars/other training,$YESNO.
WTRADV,G_JOB_TRAINING_REAS_ADVANCEMT,Reason for attending work-related training: increase advancement opportunities,C08.4,"For which of the following reasons did you take training during the past year? (Response to ""To increase opportunities for promotion, advancement, or higher salary"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRCHG,G_JOB_TRAINING_REAS_CHG_OCCUPAT,Reason for attending work-related training: facilitate occupation change,C08.1,"For which of the following reasons did you take training during the past year? (Response to ""To facilitate a change in your occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTREM,G_JOB_TRAINING_REAS_EMPLR_REQ,Reason for attending work-related training: required/expected by employer,C08.6,"For which of the following reasons did you take training during the past year? (Response to ""Required or expected by employer"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRLIC,G_JOB_TRAINING_REAS_LICENSING,Reason for attending work-related training: licensure/certification,C08.3,"For which of the following reasons did you take training during the past year? (Response to ""For licensure or certification"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRNEW,G_JOB_TRAINING_REAS_NEW_POS,Reason for attending work-related training: learn skills for recently acquired position,C08.5,"For which of the following reasons did you take training during the past year? (Response to ""To learn skills or knowledge needed for a recently acquired position"")",Attended work-related workshops/seminars/other training,$YESNO.
WTROT,G_JOB_TRAINING_REAS_OTHR,Reason for attending work-related training: other,C08.7,"For which of the following reasons did you take training during the past year? (Response to ""Other"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRSKL,G_JOB_TRAINING_REAS_ACQ_SKILL,Reason for attending work-related training: acquire further skills/knowledge,C08.2,"For which of the following reasons did take training during the past year? (Response to ""To gain further skills or knowledge in your occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRSN,G_JOB_TRAINING_REAS_PRIMRY,Most important reason for taking work-related training,C09,What was your most important reason for taking training?,"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$TRNREAS.
WTSURVY,Z_WEIGHTING_FACTOR_SURVEY,Final survey-specific weight,SYSTEM,Derived within SESTAT from reported information.,All respondents,WGTFMT.
WTTECH,G_JOB_TRAINING_WRK_RELTD_TECHNCL,Area of work-related training: Training in occupational field,C07.2,"During the past year, in which of the folloiwng areas did you receive training? (Response to ""Training in your occupational field"")",Attended work-related workshops/seminars/other training,$YESNO.
