Table A-6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
14.3501,Industrial Engineering,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
14.3501b,Industrial and Systems Engineering,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
14.3601,Manufacturing Engineering,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0612,Industrial Technology,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0613,Manufacturing Engineering Technology,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0616,Semiconductor Manufacturing Technology,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0699,"Industrial Production Technologies, Other",Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0703,Industrial Safety Technology,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
15.0704,Hazardous Materials Information Systems Technology,Engineering,Industrial engineering and operations research,Industrial and manufacturing engineering
14.3701,Operations Research (ENGINEERING),Engineering,Industrial engineering and operations research,Operations research (engineering)
14.2701,Systems Engineering,Engineering,Industrial engineering and operations research,Systems engineering
29.0301,Combat Systems Engineering (MILITARY),Engineering,Industrial engineering and operations research,Systems engineering
14.0601,Ceramic Sciences and Engineering,Engineering,Materials and mining engineering,Materials science engineering
14.1801,Materials Engineering,Engineering,Materials and mining engineering,Materials science engineering
14.1801b,Materials Science and Engineering,Engineering,Materials and mining engineering,Materials science engineering
14.2801,Textile Sciences and Engineering,Engineering,Materials and mining engineering,Materials science engineering
14.4001,Paper Science and Engineering,Engineering,Materials and mining engineering,Materials science engineering
15.0617,Composite Materials Technology,Engineering,Materials and mining engineering,Materials science engineering
30.9999e,Polymer Science and Engineering,Engineering,Materials and mining engineering,Materials science engineering
40.1001,Materials Science,Engineering,Materials and mining engineering,Materials science engineering
40.1099,"Materials Sciences, Other",Engineering,Materials and mining engineering,Materials science engineering
14.2001,Metallurgical Engineering,Engineering,Materials and mining engineering,Metallurgical engineering
15.0611,Metallurgical Technology,Engineering,Materials and mining engineering,Metallurgical engineering
15.0614,Welding Engineering Technology,Engineering,Materials and mining engineering,Metallurgical engineering
14.1901,Mechanical Engineering,Engineering,Mechanical engineering,Mechanical engineering
14.4101,Electromechanical Engineering,Engineering,Mechanical engineering,Mechanical engineering
15.0406,Automation Engineer Technology,Engineering,Mechanical engineering,Mechanical engineering
15.0499,"Electromechanical Technologies, Other",Engineering,Mechanical engineering,Mechanical engineering
15.0805,Mechanical/ Mechanical Engineering Technology,Engineering,Mechanical engineering,Mechanical engineering
15.0899,"Mechanical Engineering Related Technologies, Other",Engineering,Mechanical engineering,Mechanical engineering
14.4201,"Mechatronics, Robotics, and Automation Engineering",Engineering,Mechanical engineering,Robotics
15.0405,Robotics Technology,Engineering,Mechanical engineering,Robotics
15.0407,"Mechatronics, Robotics, and Automation Engineering Technology",Engineering,Mechanical engineering,Robotics
14.0301,Agricultural Engineering,Engineering,"Engineering, other",Agricultural engineering
14.1101,Engineering Mechanics,Engineering,"Engineering, other",Engineering mechanics
14.1101b,Computational Mechanics,Engineering,"Engineering, other",Engineering mechanics
14.1201,Engineering Physics,Engineering,"Engineering, other",Engineering physics
29.0303,Engineering Acoustics (MILITARY),Engineering,"Engineering, other",Engineering physics
29.0304,Low-Observables and Stealth Technology (MILITARY),Engineering,"Engineering, other",Engineering physics
14.1301,Engineering Science,Engineering,"Engineering, other",Engineering science
14.4401,Engineering Chemistry,Engineering,"Engineering, other",Engineering science
15.0404,Instrumentation Technology,Engineering,"Engineering, other",Engineering science
14.2301,Nuclear Engineering,Engineering,"Engineering, other",Nuclear engineering
15.1401,Nuclear Engineering Technology,Engineering,"Engineering, other",Nuclear engineering
14.2201,Naval Architecture and Marine Engineering,Engineering,"Engineering, other",Ocean engineering
14.2401,Ocean Engineering,Engineering,"Engineering, other",Ocean engineering
14.9999c,Engineering Management and Administration,Engineering,"Engineering, other",Engineering management and administration
15.0702,Quality Control Technology,Engineering,"Engineering, other",Engineering management and administration
15.0705,Process Safety Technology,Engineering,"Engineering, other",Engineering management and administration
15.0799,"Quality Control and Safety Technologies, Other",Engineering,"Engineering, other",Engineering management and administration
15.1501,Engineering/ Industrial Management,Engineering,"Engineering, other",Engineering management and administration
14.0101,"Engineering, General",Engineering,"Engineering, other","Engineering, general"
14.0102,Pre-Engineering,Engineering,"Engineering, other","Engineering, general"
14.0103,Applied Engineering,Engineering,"Engineering, other","Engineering, general"
15.0000,"Engineering Technologies, General",Engineering,"Engineering, other","Engineering, general"
15.0001,Applied Engineering Technologies,Engineering,"Engineering, other","Engineering, general"
15.0501,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology",Engineering,"Engineering, other","Engineering, general"
15.1301,"Drafting and Design Technology, General",Engineering,"Engineering, other","Engineering, general"
15.1302,CAD/ CADD Drafting and/ or Design Technology,Engineering,"Engineering, other","Engineering, general"
15.1303,Architectural Drafting and Architectural CAD/ CADD,Engineering,"Engineering, other","Engineering, general"
15.1305,Electrical/ Electronics Drafting and Electrical/ Electronics CAD/ CADD,Engineering,"Engineering, other","Engineering, general"
15.1306,Mechanical Drafting and Mechanical Drafting CAD/ CADD,Engineering,"Engineering, other","Engineering, general"
15.1307,3-D Modeling and Design Technology,Engineering,"Engineering, other","Engineering, general"
15.1502,Engineering Design,Engineering,"Engineering, other","Engineering, general"
14.2101,Mining and Mineral Engineering,Engineering,"Engineering, other","Engineering, other"
14.4801,"Energy Systems Engineering, General",Engineering,"Engineering, other","Engineering, other"
14.4802,Power Plant Engineering,Engineering,"Engineering, other","Engineering, other"
14.4899,"Energy Systems Engineering, Other",Engineering,"Engineering, other","Engineering, other"
14.9999,"Engineering, Other",Engineering,"Engineering, other","Engineering, other"
14.9999d,Computational Engineering,Engineering,"Engineering, other","Engineering, other"
14.9999e,Nanoengineering/ Nanoscale Engineering,Engineering,"Engineering, other","Engineering, other"
15.0101,Architectural Engineering Technologies,Engineering,"Engineering, other","Engineering, other"
15.0701,Occupational Safety and Health Technology,Engineering,"Engineering, other","Engineering, other"
15.0803,Automotive Engineering Technology,Engineering,"Engineering, other","Engineering, other"
15.0806,Marine Engineering Technology,Engineering,"Engineering, other","Engineering, other"
15.0807,Motorsports Engineering Technology,Engineering,"Engineering, other","Engineering, other"
15.0901,Mining Technology,Engineering,"Engineering, other","Engineering, other"
15.1199,"Engineering-Related Technologies, Other",Engineering,"Engineering, other","Engineering, other"
15.1399,"Drafting/ Design Engineering Technologies, Other",Engineering,"Engineering, other","Engineering, other"
15.1503,Packaging Science,Engineering,"Engineering, other","Engineering, other"
15.1599,"Engineering-Related Fields, Other",Engineering,"Engineering, other","Engineering, other"
15.1601,Nanotechnology,Engineering,"Engineering, other","Engineering, other"
15.1701,Energy Systems Technology,Engineering,"Engineering, other","Engineering, other"
15.1702,Power Plant Technology,Engineering,"Engineering, other","Engineering, other"
15.1703,Solar Energy Technology,Engineering,"Engineering, other","Engineering, other"
15.1704,Wind Energy Technology,Engineering,"Engineering, other","Engineering, other"
15.1705,Hydroelectric Energy Technology,Engineering,"Engineering, other","Engineering, other"
15.1706,Geothermal Energy Technology,Engineering,"Engineering, other","Engineering, other"
15.1799,"Energy Systems Technologies, Other",Engineering,"Engineering, other","Engineering, other"
15.9999,"Engineering/ Engineering-Related Technologies, Other",Engineering,"Engineering, other","Engineering, other"
29.0302,Directed Energy Systems (MILITARY),Engineering,"Engineering, other","Engineering, other"
29.0408,Munitions Systems/ Ordinance Technology (MILITARY),Engineering,"Engineering, other","Engineering, other"
30.3001b,Computational Science and Engineering,Engineering,"Engineering, other","Engineering, other"
30.3001c,"Computational Science, Engineering, and Mathematics",Engineering,"Engineering, other","Engineering, other"
30.9999c,Nanosciences/ Nanoscale Sciences,Engineering,"Engineering, other","Engineering, other"
40.0601c,Geology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Geology
40.0602,Geochemistry,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Geochemistry
40.0603,Geophysics and Seismology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Geophysics and seismology
40.0604,Paleontology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Paleontology
40.0606,Geochemistry and Petrology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Mineralogy and petrology
40.0699c,Stratigraphy and Sedimentation,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Stratigraphy and sedimentation
40.0699b,Geomorphology and Glacial Geology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,Geomorphology and glacial geology
30.3801,Earth Systems Science,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
30.3801b,Earth & Environmental Sciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
30.4101,Environmental Geosciences,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
30.4201,Geoarcheaology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
30.4301,Geobiology,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
40.0601,"Geology/ Earth Science, General","Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
40.0601b,Earth Science,"Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, general"
40.0699,"Geological and Earth Sciences/ Geosciences, Other","Geosciences, atmospheric, and ocean sciences",Geological sciences,"Geological and earth sciences, other"
26.1302,Marine Biology and Biological Oceanography,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine biology and biological oceanography
30.3501,Climate Science,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Atmospheric chemistry and climatology
40.0402,Atmospheric Chemistry and Climatology,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Atmospheric chemistry and climatology
40.0403,Atmospheric Physics and Dynamics,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Atmospheric physics and dynamics
40.0404,Meteorology,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Meteorology
40.0401,"Atmospheric Sciences and Meteorology, General","Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric science/ meteorology, general"
30.5001,Mathematics and Atmospheric/ Oceanic Science,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric science/ meteorology, other"
40.0499,"Atmospheric Sciences and Meteorology, Other","Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric science/ meteorology, other"
40.0499b,Planetary Sciences,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric science/ meteorology, other"
03.0205,"Water, Wetlands, and Marine Resources Management","Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Hydrology and water resources
40.0605,Hydrology and Water Resources Science,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Hydrology and water resources
29.0306,Operational Oceanography (MILITARY),"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Oceanography, chemical and physical"
40.0607,"Oceanography, Chemical and Physical","Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Oceanography, chemical and physical"
30.2901,Maritime Studies,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine sciences
30.3201,Marine Sciences,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine sciences
30.3201b,"Ocean/ Marine Science, Other","Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Ocean/ marine sciences, other"
51.1105,Pre-Nursing Studies,Health sciences,Nursing science,Nursing science
51.3801,Registered Nursing/ Registered Nurse,Health sciences,Nursing science,Nursing science
51.3802,Nursing Administration,Health sciences,Nursing science,Nursing science
51.3803,Adult Health Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3804,Nurse Anesthetist,Health sciences,Nursing science,Nursing science
51.3805,Family Practice Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3806,Maternal/ Child Health and Neonatal Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3807,Nurse Midwife/ Nursing Midwifery,Health sciences,Nursing science,Nursing science
51.3808,Nursing Science,Health sciences,Nursing science,Nursing science
51.3809,Pediatric Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3810,Psychiatric/ Mental Health Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3811,Public Health/ Community Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3812,Perioperative/ Operating Room and Surgical Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3813,Clinical Nurse Specialist,Health sciences,Nursing science,Nursing science
51.3814,Critical Care Nursing,Health sciences,Nursing science,Nursing science
51.3815,Occupational and Environmental Health Nursing,Health sciences,Nursing science,Nursing science
51.3816,Emergency Room/ Trauma Nursing,Health sciences,Nursing science,Nursing science
51.3818,Nursing Practice,Health sciences,Nursing science,Nursing science
51.3819,Palliative Care Nursing,Health sciences,Nursing science,Nursing science
51.3820,Clinical Nurse Leader,Health sciences,Nursing science,Nursing science
51.3821,Geriatric Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3822,Women's Health Nurse/ Nursing,Health sciences,Nursing science,Nursing science
51.3824,Forensic Nursing,Health sciences,Nursing science,Nursing science
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",Health sciences,Nursing science,Nursing science
51.3901,Licensed Practical/ Vocational Nurse Training,Health sciences,Nursing science,Nursing science
51.3902,Nursing Assistant/ Aide and Patient Care Assistant/ Aide,Health sciences,Nursing science,Nursing science
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",Health sciences,Nursing science,Nursing science
51.0805,Pharmacy Technician/ Assistant,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.1103,Pre-Pharmacy Studies,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2001,Pharmacy,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2003,Pharmaceutics and Drug Design,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2006,Clinical and Industrial Drug Development,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2007,Pharmacoeconomics/ Pharmaceutical Economics,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2008,"Clinical, Hospital, and Managed Care Pharmacy",Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2010,Pharmaceutical Sciences,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2011,Pharmaceutical Marketing and Management,Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",Health sciences,Pharmaceutical sciences,Pharmaceutical sciences
51.2202,Environmental Health,Health sciences,Public health,Environmental health
51.0707,Health Information/ Medical Records Technology,Health sciences,Public health,Health services research
51.0719,Clinical Research Coordinator,Health sciences,Public health,Health services research
51.0720,Regulatory Science/ Affairs,Health sciences,Public health,Health services research
51.0722,Healthcare Innovation,Health sciences,Public health,Health services research
51.2211b,Health Services Research,Health sciences,Public health,Health services research
51.2213,Patient Safety and Healthcare Quality,Health sciences,Public health,Health services research
51.2201,"Public Health, General",Health sciences,Public health,Public health
51.2206,Occupational Health and Industrial Hygiene,Health sciences,Public health,Public health
51.2207,Public Health Education and Promotion,Health sciences,Public health,Public health
51.2208,Community Health and Preventive Medicine,Health sciences,Public health,Public health
51.2209,Maternal and Child Health,Health sciences,Public health,Public health
51.2210,International Public Health/ International Health,Health sciences,Public health,Public health
51.2214,Public Health Genetics,Health sciences,Public health,Public health
51.2299,"Public Health, Other",Health sciences,Public health,Public health
51.2212,Behavioral Aspects of Health,Health sciences,Public health,Health and behavior
51.0201,"Communication Sciences and Disorders, General",Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0202,Audiology/ Audiologist,Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0203,Speech-Language Pathology/ Pathologist,Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0204,Audiology/ Audiologist and Speech-Language Pathology/ Pathologist,Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0299,"Communication Disorders Sciences and Services, Other",Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0816,Speech-Language Pathology Assistant,Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0918,Hearing Instrument Specialist,Health sciences,"Health sciences, other",Speech-language pathology and audiology
51.0401,Dentistry,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0501,"Dental Clinical Sciences, General",Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0502,Advanced General Dentistry,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0503,Oral Biology and Oral and Maxillofacial Pathology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0504,Dental Public Health and Education,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0505,Dental Materials,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0506,Endodontics/ Endodontology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0507,Oral/ Maxillofacial Surgery,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0508,Orthodontics/ Orthodontology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0509,Pediatric Dentistry/ Pedodontics,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0510,Periodontics/ Periodontology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0511,Prosthodontics/ Prosthodontology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0512,Digital Dentistry,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0513,Geriatric Dentistry,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0514,Implantology/ Implant Dentistry,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0599,"Advanced/ Graduate Dentistry and Oral Sciences, Other",Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0601,Dental Assisting/ Assistant,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0602,Dental Hygiene/ Hygienist,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0603,Dental Laboratory Technology,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0699,"Dental Services and Allied Professions, Other",Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.1101,Pre-Dentistry Studies,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.1404,Temporomandibular Disorders and Orofacial Pain,Health sciences,"Health sciences, other",Oral biology/ oral pathology
51.0701,Health/ Health Care Administration/ Management,Health sciences,"Health sciences, other",Health systems administration
51.0702,Hospital and Health Care Facilities Administration/ Management,Health sciences,"Health sciences, other",Health systems administration
51.0703,Health Unit Coordinator/ Ward Clerk,Health sciences,"Health sciences, other",Health systems administration
51.0704,Health Unit Manager/ Ward Supervisor,Health sciences,"Health sciences, other",Health systems administration
51.0705,Medical Office Management/ Administration,Health sciences,"Health sciences, other",Health systems administration
51.0706,Health Information/ Medical Records Administration/ Administrator,Health sciences,"Health sciences, other",Health systems administration
51.0708,Medical Transcription/ Transcriptionist,Health sciences,"Health sciences, other",Health systems administration
51.0709,Medical Office Computer Specialist/ Assistant,Health sciences,"Health sciences, other",Health systems administration
51.0710,Medical Office Assistant/ Specialist,Health sciences,"Health sciences, other",Health systems administration
51.0711,Medical/ Health Management and Clinical Assistant/ Specialist,Health sciences,"Health sciences, other",Health systems administration
51.0712,Medical Reception/ Receptionist,Health sciences,"Health sciences, other",Health systems administration
51.0713,Medical Insurance Coding Specialist/ Coder,Health sciences,"Health sciences, other",Health systems administration
51.0714,Medical Insurance Specialist/ Medical Biller,Health sciences,"Health sciences, other",Health systems administration
51.0715,Health/ Medical Claims Examiner,Health sciences,"Health sciences, other",Health systems administration
51.0716,Medical Administrative/ Executive Assistant and Medical Secretary,Health sciences,"Health sciences, other",Health systems administration
51.0717,Medical Staff Services Technology,Health sciences,"Health sciences, other",Health systems administration
51.0718,Long Term Care Administration/ Management,Health sciences,"Health sciences, other",Health systems administration
51.0721,Disease Registry Data Management,Health sciences,"Health sciences, other",Health systems administration
51.0723,Healthcare Information Privacy Assurance and Security,Health sciences,"Health sciences, other",Health systems administration
51.0799,"Health and Medical Administrative Services, Other",Health sciences,"Health sciences, other",Health systems administration
51.0801,Medical/ Clinical Assistant,Health sciences,"Health sciences, other",Health systems administration
51.0802,Clinical/ Medical Laboratory Assistant,Health sciences,"Health sciences, other",Health systems administration
51.0899,"Allied Health and Medical Assisting Services, Other",Health sciences,"Health sciences, other",Health systems administration
51.0910,Diagnostic Medical Sonography/ Sonographer and Ultrasound Technician,Health sciences,"Health sciences, other",Health systems administration
51.1504,Community Health Services/ Liaison/ Counseling,Health sciences,"Health sciences, other",Health systems administration
51.2211,Health Services Administration,Health sciences,"Health sciences, other",Health systems administration
26.0908,Exercise Physiology and Kinesiology,Health sciences,"Health sciences, other",Kinesiology/ exercise science
31.0501,"Sports, Kinesiology, and Physical Education/ Fitness, General",Health sciences,"Health sciences, other",Kinesiology/ exercise science
31.0505,Exercise Science and Kinesiology,Health sciences,"Health sciences, other",Kinesiology/ exercise science
31.0599,"Sports, Kinesiology, and Physical Education/ Fitness, Other",Health sciences,"Health sciences, other",Kinesiology/ exercise science
31.9999,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",Health sciences,"Health sciences, other",Kinesiology/ exercise science
51.0913,Athletic Training/ Trainer,Health sciences,"Health sciences, other",Kinesiology/ exercise science
51.3601,Movement Therapy and Movement Education,Health sciences,"Health sciences, other",Kinesiology/ exercise science
51.3602,Yoga Teacher Training/ Yoga Therapy,Health sciences,"Health sciences, other",Kinesiology/ exercise science
51.3699,"Movement and Mind-Body Therapies and Education, Other",Health sciences,"Health sciences, other",Kinesiology/ exercise science
30.1101b,Gerontology (HEALTH SCIENCES),Health sciences,"Health sciences, other",Gerontology (health sciences)
51.1512,Hospice and Palliative Care,Health sciences,"Health sciences, other",Gerontology (health sciences)
51.0803,Occupational Therapist Assistant,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.0806,Physical Therapy Assistant,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.1107,Pre-Occupational Therapy Studies,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.1109,Pre-Physical Therapy Studies,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.1501,Substance Abuse/ Addiction Counseling,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2300,"Rehabilitation and Therapeutic Professions, General",Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2302,Dance Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2306,Occupational Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2307,Orthotist/ Prosthetist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2308,Physical Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2309,Therapeutic Recreation/ Recreational Therapy,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2310,Vocational Rehabilitation Counseling/ Counselor,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2311,Kinesiotherapy/ Kinesiotherapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2312,Assistive/ Augmentative Technology and Rehabilitation Engineering,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2313,Animal-Assisted Therapy,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2314,Rehabilitation Science,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2315,Drama Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2316,Horticulture Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2317,Play Therapy/ Therapist,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2399,"Rehabilitation and Therapeutic Professions, Other",Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2604,Rehabilitation Aide,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.2605,Physical Therapy Technician/ Aide,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.3501,Massage Therapy/ Therapeutic Massage,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.3502,Asian Bodywork Therapy,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.3503,Somatic Bodywork,Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other",Health sciences,"Health sciences, other",Rehabilitation/ therapeutic services
51.0000,"Health Services/ Allied Health/ Health Sciences, General",Health sciences,"Health sciences, other","Health sciences, general"
51.0000b,"Health sciences, general",Health sciences,"Health sciences, other","Health sciences, general"
51.0001,"Health and Wellness, General",Health sciences,"Health sciences, other","Health sciences, general"
51.0912,Physician Assistant,Health sciences,"Health sciences, other","Health sciences, general"
30.3701,Design for Human Health,Health sciences,"Health sciences, other","Health sciences, other"
51.0101,Chiropractic,Health sciences,"Health sciences, other","Health sciences, other"
51.0809,Anesthesiologist Assistant,Health sciences,"Health sciences, other","Health sciences, other"
51.0810,Emergency Care Attendant (EMT Ambulance),Health sciences,"Health sciences, other","Health sciences, other"
51.0812,Respiratory Therapy Technician/ Assistant,Health sciences,"Health sciences, other","Health sciences, other"
51.0813,Chiropractic Technician/ Assistant,Health sciences,"Health sciences, other","Health sciences, other"
51.0815,Lactation Consultant,Health sciences,"Health sciences, other","Health sciences, other"
51.0901,Cardiovascular Technology/ Technologist,Health sciences,"Health sciences, other","Health sciences, other"
51.0902,Electrocardiograph Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.0903,Electroneurodiagnostic/ Electroencephalographic Technology/ Technologist,Health sciences,"Health sciences, other","Health sciences, other"
51.0904,Emergency Medical Technology (EMT Paramedic),Health sciences,"Health sciences, other","Health sciences, other"
51.0908,Respiratory Care Therapy/ Therapist,Health sciences,"Health sciences, other","Health sciences, other"
51.0909,Surgical Technology/ Technologist,Health sciences,"Health sciences, other","Health sciences, other"
51.0915,Cardiopulmonary Technology/ Technologist,Health sciences,"Health sciences, other","Health sciences, other"
51.0917,Polysomnography,Health sciences,"Health sciences, other","Health sciences, other"
51.0921,Hyperbaric Medicine Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.0922,Intraoperative Neuromonitoring Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.0923,Orthopedic Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",Health sciences,"Health sciences, other","Health sciences, other"
51.1001,Blood Bank Technology Specialist,Health sciences,"Health sciences, other","Health sciences, other"
51.1002,Cytotechnology/ Cytotechnologist,Health sciences,"Health sciences, other","Health sciences, other"
51.1003,Hematology Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.1004,Clinical/ Medical Laboratory Technician,Health sciences,"Health sciences, other","Health sciences, other"
51.1005,Clinical Laboratory Science/ Medical Technology/ Technologist,Health sciences,"Health sciences, other","Health sciences, other"
51.1006,Ophthalmic Laboratory Technology,Health sciences,"Health sciences, other","Health sciences, other"
51.1007,Histologic Technology/ Histotechnologist,Health sciences,"Health sciences, other","Health sciences, other"
