varnumber,varname,codevalue,valuelabel,frequency,percent
35000,CIPCODE,14.0601,Ceramic Sciences and Engineering,13,0.0
35000,CIPCODE,14.0701,Chemical Engineering,481,0.16
35000,CIPCODE,14.0702,Chemical and Biomolecular Engineering,35,0.01
35000,CIPCODE,14.0799,"Chemical Engineering, Other",3,0.0
35000,CIPCODE,14.0801,"Civil Engineering, General",689,0.23
35000,CIPCODE,14.0802,Geotechnical and Geoenvironmental Engineering,13,0.0
35000,CIPCODE,14.0803,Structural Engineering,36,0.01
35000,CIPCODE,14.0804,Transportation and Highway Engineering,35,0.01
35000,CIPCODE,14.0805,Water Resources Engineering,22,0.01
35000,CIPCODE,14.0899,"Civil Engineering, Other",24,0.01
35000,CIPCODE,14.0901,"Computer Engineering, General",551,0.18
35000,CIPCODE,14.0902,Computer Hardware Engineering,14,0.0
35000,CIPCODE,14.0903,Computer Software Engineering,236,0.08
35000,CIPCODE,14.0999,"Computer Engineering, Other",29,0.01
35000,CIPCODE,14.1001,Electrical and Electronics Engineering,936,0.31
35000,CIPCODE,14.1003,Laser and Optical Engineering,12,0.0
35000,CIPCODE,14.1004,Telecommunications Engineering,23,0.01
35000,CIPCODE,14.1099,"Electrical, Electronics, and Communications Engineering, Other",31,0.01
35000,CIPCODE,14.1101,Engineering Mechanics,54,0.02
35000,CIPCODE,14.1201,Engineering Physics/Applied Physics,184,0.06
35000,CIPCODE,14.1301,Engineering Science,126,0.04
35000,CIPCODE,14.1401,Environmental/Environmental Health Engineering,296,0.1
35000,CIPCODE,14.1801,Materials Engineering,267,0.09
35000,CIPCODE,14.1901,Mechanical Engineering,909,0.3
35000,CIPCODE,14.2001,Metallurgical Engineering,25,0.01
35000,CIPCODE,14.2101,Mining and Mineral Engineering,47,0.02
35000,CIPCODE,14.2201,Naval Architecture and Marine Engineering,22,0.01
35000,CIPCODE,14.2301,Nuclear Engineering,96,0.03
35000,CIPCODE,14.2401,Ocean Engineering,34,0.01
35000,CIPCODE,14.2501,Petroleum Engineering,77,0.03
35000,CIPCODE,14.2701,Systems Engineering,207,0.07
35000,CIPCODE,14.2801,Textile Sciences and Engineering,9,0.0
35000,CIPCODE,14.3201,Polymer/Plastics Engineering,34,0.01
35000,CIPCODE,14.3301,Construction Engineering,73,0.02
35000,CIPCODE,14.3401,Forest Engineering,5,0.0
35000,CIPCODE,14.3501,Industrial Engineering,328,0.11
35000,CIPCODE,14.3601,Manufacturing Engineering,116,0.04
35000,CIPCODE,14.3701,Operations Research,75,0.02
35000,CIPCODE,14.3801,Surveying Engineering,35,0.01
35000,CIPCODE,14.3901,Geological/Geophysical Engineering,47,0.02
35000,CIPCODE,14.4001,Paper Science and Engineering,9,0.0
35000,CIPCODE,14.4101,Electromechanical Engineering,8,0.0
35000,CIPCODE,14.4201,"Mechatronics, Robotics, and Automation Engineering",159,0.05
35000,CIPCODE,14.4301,Biochemical Engineering,12,0.0
35000,CIPCODE,14.4401,Engineering Chemistry,3,0.0
35000,CIPCODE,14.4501,Biological/Biosystems Engineering,47,0.02
35000,CIPCODE,14.4701,Electrical and Computer Engineering,67,0.02
35000,CIPCODE,14.4801,"Energy Systems Engineering, General",21,0.01
35000,CIPCODE,14.4899,"Energy Systems Engineering, Other",2,0.0
35000,CIPCODE,14.9999,"Engineering, Other",248,0.08
35000,CIPCODE,15.0,"Engineering Technologies/Technicians, General",369,0.12
35000,CIPCODE,15.0001,Applied Engineering Technologies/Technicians,34,0.01
35000,CIPCODE,15.0101,Architectural Engineering Technologies/Technicians,152,0.05
35000,CIPCODE,15.0201,Civil Engineering Technologies/Technicians,213,0.07
35000,CIPCODE,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",781,0.26
35000,CIPCODE,15.0304,Laser and Optical Technology/Technician,37,0.01
35000,CIPCODE,15.0305,Telecommunications Technology/Technician,84,0.03
35000,CIPCODE,15.0306,Integrated Circuit Design Technology/Technician,2,0.0
35000,CIPCODE,15.0307,Audio Engineering Technology/Technician,14,0.0
35000,CIPCODE,15.0399,"Electrical/Electronic Engineering Technologies/Technicians, Other",133,0.04
35000,CIPCODE,15.0401,Biomedical Technology/Technician,174,0.06
35000,CIPCODE,15.0403,Electromechanical/Electromechanical Engineering Technology/Technician,249,0.08
35000,CIPCODE,15.0404,Instrumentation Technology/Technician,149,0.05
35000,CIPCODE,15.0405,Robotics Technology/Technician,110,0.04
35000,CIPCODE,15.0406,Automation Engineer Technology/Technician,168,0.06
35000,CIPCODE,15.0407,"Mechatronics, Robotics, and Automation Engineering Technology/Technician",92,0.03
35000,CIPCODE,15.0499,"Electromechanical Technologies/Technicians, Other",199,0.07
35000,CIPCODE,15.0501,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",311,0.1
35000,CIPCODE,15.0506,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician,138,0.05
35000,CIPCODE,15.0507,Environmental/Environmental Engineering Technology/Technician,96,0.03
35000,CIPCODE,15.0508,Hazardous Materials Management and Waste Technology/Technician,46,0.02
35000,CIPCODE,15.0599,"Environmental Control Technologies/Technicians, Other",37,0.01
35000,CIPCODE,15.0607,Plastics and Polymer Engineering Technology/Technician,64,0.02
35000,CIPCODE,15.0611,Metallurgical Technology/Technician,14,0.0
35000,CIPCODE,15.0612,Industrial Technology/Technician,314,0.1
35000,CIPCODE,15.0613,Manufacturing Engineering Technology/Technician,670,0.22
35000,CIPCODE,15.0614,Welding Engineering Technology/Technician,42,0.01
35000,CIPCODE,15.0615,Chemical Engineering Technology/Technician,11,0.0
35000,CIPCODE,15.0616,Semiconductor Manufacturing Technology/Technician,8,0.0
35000,CIPCODE,15.0617,Composite Materials Technology/Technician,10,0.0
35000,CIPCODE,15.0699,"Industrial Production Technologies/Technicians, Other",143,0.05
35000,CIPCODE,15.0701,Occupational Safety and Health Technology/Technician,148,0.05
35000,CIPCODE,15.0702,Quality Control Technology/Technician,85,0.03
35000,CIPCODE,15.0703,Industrial Safety Technology/Technician,39,0.01
35000,CIPCODE,15.0704,Hazardous Materials Information Systems Technology/Technician,3,0.0
35000,CIPCODE,15.0799,"Quality Control and Safety Technologies/Technicians, Other",19,0.01
35000,CIPCODE,15.0801,Aeronautical/Aerospace Engineering Technology/Technician,61,0.02
35000,CIPCODE,15.0803,Automotive Engineering Technology/Technician,87,0.03
35000,CIPCODE,15.0805,Mechanical/Mechanical Engineering Technology/Technician,341,0.11
35000,CIPCODE,15.0806,Marine Engineering Technology/Technician,6,0.0
35000,CIPCODE,15.0899,"Mechanical Engineering Related Technologies/Technicians, Other",34,0.01
35000,CIPCODE,15.0901,Mining Technology/Technician,16,0.01
35000,CIPCODE,15.0903,Petroleum Technology/Technician,63,0.02
35000,CIPCODE,15.0999,"Mining and Petroleum Technologies/Technicians, Other",1,0.0
35000,CIPCODE,15.1001,Construction Engineering Technology/Technician,254,0.08
35000,CIPCODE,15.1102,Surveying Technology/Surveying,159,0.05
35000,CIPCODE,15.1103,Hydraulics and Fluid Power Technology/Technician,24,0.01
35000,CIPCODE,15.1199,"Engineering-Related Technologies/Technicians, Other",16,0.01
35000,CIPCODE,15.1201,Computer Engineering Technology/Technician,166,0.05
35000,CIPCODE,15.1202,Computer/Computer Systems Technology/Technician,169,0.06
35000,CIPCODE,15.1203,Computer Hardware Technology/Technician,10,0.0
35000,CIPCODE,15.1204,Computer Software Technology/Technician,35,0.01
35000,CIPCODE,15.1299,"Computer Engineering Technologies/Technicians, Other",15,0.0
35000,CIPCODE,15.1301,"Drafting and Design Technology/Technician, General",585,0.19
35000,CIPCODE,15.1302,CAD/CADD Drafting and/or Design Technology/Technician,380,0.13
35000,CIPCODE,15.1303,Architectural Drafting and Architectural CAD/CADD,221,0.07
35000,CIPCODE,15.1304,Civil Drafting and Civil Engineering CAD/CADD,49,0.02
35000,CIPCODE,15.1305,Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD,20,0.01
35000,CIPCODE,15.1306,Mechanical Drafting and Mechanical Drafting CAD/CADD,229,0.08
35000,CIPCODE,15.1307,3-D Modeling and Design Technology/Technician,10,0.0
35000,CIPCODE,15.1399,"Drafting/Design Engineering Technologies/Technicians, Other",17,0.01
35000,CIPCODE,15.1401,Nuclear Engineering Technology/Technician,22,0.01
35000,CIPCODE,15.1501,Engineering/Industrial Management,307,0.1
35000,CIPCODE,15.1502,Engineering Design,12,0.0
35000,CIPCODE,15.1503,Packaging Science,21,0.01
35000,CIPCODE,15.1599,"Engineering-Related Fields, Other",17,0.01
35000,CIPCODE,15.1601,Nanotechnology,47,0.02
35000,CIPCODE,15.1701,Energy Systems Technology/Technician,242,0.08
35000,CIPCODE,15.1702,Power Plant Technology/Technician,11,0.0
35000,CIPCODE,15.1703,Solar Energy Technology/Technician,81,0.03
35000,CIPCODE,15.1704,Wind Energy Technology/Technician,14,0.0
35000,CIPCODE,15.1799,"Energy Systems Technologies/Technicians, Other",2,0.0
35000,CIPCODE,15.9999,"Engineering/Engineering-Related Technologies/Technicians, Other",158,0.05
35000,CIPCODE,16.0101,"Foreign Languages and Literatures, General",422,0.14
35000,CIPCODE,16.0102,Linguistics,417,0.14
35000,CIPCODE,16.0103,Language Interpretation and Translation,145,0.05
35000,CIPCODE,16.0104,Comparative Literature,221,0.07
35000,CIPCODE,16.0105,Applied Linguistics,51,0.02
35000,CIPCODE,16.0199,"Linguistic, Comparative, and Related Language Studies and Services, Other",44,0.01
35000,CIPCODE,16.0201,"African Languages, Literatures, and Linguistics",7,0.0
35000,CIPCODE,16.03,"East Asian Languages, Literatures, and Linguistics, General",62,0.02
35000,CIPCODE,16.0301,Chinese Language and Literature,207,0.07
35000,CIPCODE,16.0302,Japanese Language and Literature,219,0.07
35000,CIPCODE,16.0303,Korean Language and Literature,29,0.01
35000,CIPCODE,16.0399,"East Asian Languages, Literatures, and Linguistics, Other",23,0.01
35000,CIPCODE,16.04,"Slavic Languages, Literatures, and Linguistics, General",68,0.02
35000,CIPCODE,16.0402,Russian Language and Literature,201,0.07
35000,CIPCODE,16.0407,Polish Language and Literature,7,0.0
35000,CIPCODE,16.0408,"Bosnian, Serbian, and Croatian Languages and Literatures",1,0.0
35000,CIPCODE,16.05,"Germanic Languages, Literatures, and Linguistics, General",53,0.02
35000,CIPCODE,16.0501,German Language and Literature,562,0.19
35000,CIPCODE,16.0502,"Scandinavian Languages, Literatures, and Linguistics",12,0.0
35000,CIPCODE,16.0503,Danish Language and Literature,1,0.0
35000,CIPCODE,16.0504,Dutch/Flemish Language and Literature,2,0.0
35000,CIPCODE,16.0505,Norwegian Language and Literature,8,0.0
35000,CIPCODE,16.0506,Swedish Language and Literature,3,0.0
35000,CIPCODE,16.0599,"Germanic Languages, Literatures, and Linguistics, Other",4,0.0
35000,CIPCODE,16.0601,Modern Greek Language and Literature,5,0.0
35000,CIPCODE,16.07,"South Asian Languages, Literatures, and Linguistics, General",4,0.0
35000,CIPCODE,16.0701,Hindi Language and Literature,1,0.0
35000,CIPCODE,16.0702,"Sanskrit and Classical Indian Languages, Literatures, and Linguistics",5,0.0
35000,CIPCODE,16.0799,"South Asian Languages, Literatures, and Linguistics, Other",3,0.0
35000,CIPCODE,16.0801,"Iranian Languages, Literatures, and Linguistics",8,0.0
35000,CIPCODE,16.09,"Romance Languages, Literatures, and Linguistics, General",81,0.03
35000,CIPCODE,16.0901,French Language and Literature,953,0.31
35000,CIPCODE,16.0902,Italian Language and Literature,248,0.08
35000,CIPCODE,16.0904,Portuguese Language and Literature,65,0.02
35000,CIPCODE,16.0905,Spanish Language and Literature,1778,0.59
35000,CIPCODE,16.0908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General",63,0.02
35000,CIPCODE,16.0999,"Romance Languages, Literatures, and Linguistics, Other",33,0.01
35000,CIPCODE,16.1001,"American Indian/Native American Languages, Literatures, and Linguistics",34,0.01
35000,CIPCODE,16.11,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",17,0.01
35000,CIPCODE,16.1101,Arabic Language and Literature,101,0.03
35000,CIPCODE,16.1102,Hebrew Language and Literature,28,0.01
35000,CIPCODE,16.1103,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",29,0.01
35000,CIPCODE,16.1199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",32,0.01
35000,CIPCODE,16.12,"Classics and Classical Languages, Literatures, and Linguistics, General",469,0.15
35000,CIPCODE,16.1202,Ancient/Classical Greek Language and Literature,75,0.02
35000,CIPCODE,16.1203,Latin Language and Literature,104,0.03
35000,CIPCODE,16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other",38,0.01
35000,CIPCODE,16.1301,"Celtic Languages, Literatures, and Linguistics",5,0.0
35000,CIPCODE,16.1401,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics",1,0.0
35000,CIPCODE,16.1402,Indonesian/Malay Languages and Literatures,1,0.0
35000,CIPCODE,16.1404,Filipino/Tagalog Language and Literature,2,0.0
35000,CIPCODE,16.1407,Thai Language and Literature,1,0.0
35000,CIPCODE,16.1408,Vietnamese Language and Literature,1,0.0
35000,CIPCODE,16.1409,Hawaiian Language and Literature,4,0.0
35000,CIPCODE,16.1499,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other",1,0.0
35000,CIPCODE,16.1501,Turkish Language and Literature,4,0.0
35000,CIPCODE,16.1502,"Uralic Languages, Literatures, and Linguistics",1,0.0
35000,CIPCODE,16.1601,American Sign Language (ASL),148,0.05
35000,CIPCODE,16.1602,Linguistics of ASL and Other Sign Languages,6,0.0
35000,CIPCODE,16.1603,Sign Language Interpretation and Translation,234,0.08
35000,CIPCODE,16.1699,"American Sign Language, Other",4,0.0
35000,CIPCODE,16.1701,English as a Second Language,22,0.01
35000,CIPCODE,16.9999,"Foreign Languages, Literatures, and Linguistics, Other",99,0.03
35000,CIPCODE,19.0101,"Family and Consumer Sciences/Human Sciences, General",171,0.06
35000,CIPCODE,19.0201,Business Family and Consumer Sciences/Human Sciences,10,0.0
35000,CIPCODE,19.0202,Family and Consumer Sciences/Human Sciences Communication,2,0.0
35000,CIPCODE,19.0203,Consumer Merchandising/Retailing Management,25,0.01
35000,CIPCODE,19.0401,"Family Resource Management Studies, General",31,0.01
35000,CIPCODE,19.0402,Consumer Economics,8,0.0
35000,CIPCODE,19.0403,Consumer Services and Advocacy,6,0.0
35000,CIPCODE,19.0499,"Family and Consumer Economics and Related Services, Other",8,0.0
35000,CIPCODE,19.0501,"Foods, Nutrition, and Wellness Studies, General",252,0.08
35000,CIPCODE,19.0504,Human Nutrition,89,0.03
35000,CIPCODE,19.0505,Foodservice Systems Administration/Management,68,0.02
35000,CIPCODE,19.0599,"Foods, Nutrition, and Related Services, Other",20,0.01
35000,CIPCODE,19.0601,"Housing and Human Environments, General",21,0.01
35000,CIPCODE,19.0604,Facilities Planning and Management,19,0.01
35000,CIPCODE,19.0699,"Housing and Human Environments, Other",4,0.0
35000,CIPCODE,19.0701,"Human Development and Family Studies, General",338,0.11
35000,CIPCODE,19.0702,Adult Development and Aging,108,0.04
35000,CIPCODE,19.0704,Family Systems,45,0.01
35000,CIPCODE,19.0706,Child Development,392,0.13
35000,CIPCODE,19.0707,Family and Community Services,122,0.04
35000,CIPCODE,19.0708,Child Care and Support Services Management,432,0.14
35000,CIPCODE,19.0709,Child Care Provider/Assistant,900,0.3
35000,CIPCODE,19.071,Developmental Services Worker,14,0.0
35000,CIPCODE,19.0711,Early Childhood and Family Studies,22,0.01
35000,CIPCODE,19.0712,Parent Education Services,3,0.0
35000,CIPCODE,19.0799,"Human Development, Family Studies, and Related Services, Other",47,0.02
35000,CIPCODE,19.0901,"Apparel and Textiles, General",139,0.05
35000,CIPCODE,19.0902,Apparel and Textile Manufacture,44,0.01
35000,CIPCODE,19.0904,Textile Science,1,0.0
35000,CIPCODE,19.0905,Apparel and Textile Marketing Management,89,0.03
35000,CIPCODE,19.0906,Fashion and Fabric Consultant,7,0.0
35000,CIPCODE,19.0999,"Apparel and Textiles, Other",4,0.0
35000,CIPCODE,19.1001,Work and Family Studies,1,0.0
35000,CIPCODE,19.9999,"Family and Consumer Sciences/Human Sciences, Other",11,0.0
35000,CIPCODE,22.0,Legal Studies,274,0.09
35000,CIPCODE,22.0001,Pre-Law Studies,105,0.03
35000,CIPCODE,22.0099,"Non-Professional Legal Studies, Other",3,0.0
35000,CIPCODE,22.0101,Law,226,0.07
35000,CIPCODE,22.0201,"Advanced Legal Research/Studies, General",124,0.04
35000,CIPCODE,22.0202,Programs for Foreign Lawyers,55,0.02
35000,CIPCODE,22.0203,American/U.S. Law/Legal Studies/Jurisprudence,64,0.02
35000,CIPCODE,22.0205,"Banking, Corporate, Finance, and Securities Law",37,0.01
35000,CIPCODE,22.0206,Comparative Law,10,0.0
35000,CIPCODE,22.0207,"Energy, Environment, and Natural Resources Law",37,0.01
35000,CIPCODE,22.0208,Health Law,37,0.01
35000,CIPCODE,22.0209,International Law and Legal Studies,40,0.01
35000,CIPCODE,22.021,"International Business, Trade, and Tax Law",20,0.01
35000,CIPCODE,22.0211,Tax Law/Taxation,42,0.01
35000,CIPCODE,22.0212,Intellectual Property Law,24,0.01
35000,CIPCODE,22.0213,Patent Law,1,0.0
35000,CIPCODE,22.0214,Agriculture Law,1,0.0
35000,CIPCODE,22.0215,Arts and Entertainment Law,1,0.0
35000,CIPCODE,22.0216,Compliance Law,4,0.0
35000,CIPCODE,22.0217,Criminal Law and Procedure,3,0.0
35000,CIPCODE,22.022,Human Resources Law,4,0.0
35000,CIPCODE,22.0222,Real Estate and Land Development Law,2,0.0
35000,CIPCODE,22.0224,Tribal/Indigenous Law,7,0.0
35000,CIPCODE,22.0299,"Legal Research and Advanced Professional Studies, Other",80,0.03
35000,CIPCODE,22.0301,Legal Administrative Assistant/Secretary,161,0.05
35000,CIPCODE,22.0302,Legal Assistant/Paralegal,948,0.31
35000,CIPCODE,22.0303,Court Reporting and Captioning/Court Reporter,84,0.03
35000,CIPCODE,22.0304,Court Interpreter,1,0.0
35000,CIPCODE,22.0305,Scopist,1,0.0
35000,CIPCODE,22.0399,"Legal Support Services, Other",10,0.0
35000,CIPCODE,22.9999,"Legal Professions and Studies, Other",133,0.04
35000,CIPCODE,23.0101,"English Language and Literature, General",2703,0.89
35000,CIPCODE,23.1301,"Writing, General",186,0.06
35000,CIPCODE,23.1302,Creative Writing,743,0.24
35000,CIPCODE,23.1303,"Professional, Technical, Business, and Scientific Writing",336,0.11
35000,CIPCODE,23.1304,Rhetoric and Composition,209,0.07
35000,CIPCODE,23.1399,"Rhetoric and Composition/Writing Studies, Other",27,0.01
35000,CIPCODE,23.1401,General Literature,101,0.03
35000,CIPCODE,23.1402,American Literature (United States),14,0.0
35000,CIPCODE,23.1404,English Literature (British and Commonwealth),19,0.01
35000,CIPCODE,23.1405,Children's and Adolescent Literature,14,0.0
35000,CIPCODE,23.1499,"Literature, Other",11,0.0
35000,CIPCODE,23.9999,"English Language and Literature/Letters, Other",105,0.03
35000,CIPCODE,24.0101,Liberal Arts and Sciences/Liberal Studies,2295,0.76
35000,CIPCODE,24.0102,General Studies,1319,0.43
35000,CIPCODE,24.0103,Humanities/Humanistic Studies,581,0.19
35000,CIPCODE,24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other",587,0.19
35000,CIPCODE,25.0101,Library and Information Science,131,0.04
35000,CIPCODE,25.0102,Children and Youth Library Services,7,0.0
35000,CIPCODE,25.0103,Archives/Archival Administration,21,0.01
35000,CIPCODE,25.0199,"Library Science and Administration, Other",1,0.0
35000,CIPCODE,25.0301,Library and Archives Assisting,63,0.02
35000,CIPCODE,25.9999,"Library Science, Other",22,0.01
35000,CIPCODE,26.0101,"Biology/Biological Sciences, General",2740,0.9
35000,CIPCODE,26.0102,"Biomedical Sciences, General",470,0.15
35000,CIPCODE,26.0202,Biochemistry,908,0.3
35000,CIPCODE,26.0203,Biophysics,134,0.04
35000,CIPCODE,26.0204,Molecular Biology,148,0.05
35000,CIPCODE,26.0205,Molecular Biochemistry,37,0.01
35000,CIPCODE,26.0206,Molecular Biophysics,9,0.0
35000,CIPCODE,26.0207,Structural Biology,10,0.0
35000,CIPCODE,26.0209,Radiation Biology/Radiobiology,12,0.0
35000,CIPCODE,26.021,Biochemistry and Molecular Biology,174,0.06
35000,CIPCODE,26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",35,0.01
35000,CIPCODE,26.0301,Botany/Plant Biology,118,0.04
35000,CIPCODE,26.0305,Plant Pathology/Phytopathology,51,0.02
35000,CIPCODE,26.0307,Plant Physiology,6,0.0
35000,CIPCODE,26.0308,Plant Molecular Biology,7,0.0
35000,CIPCODE,26.0399,"Botany/Plant Biology, Other",14,0.0
35000,CIPCODE,26.0401,Cell/Cellular Biology and Histology,62,0.02
35000,CIPCODE,26.0403,Anatomy,76,0.03
35000,CIPCODE,26.0404,Developmental Biology and Embryology,19,0.01
35000,CIPCODE,26.0406,Cell/Cellular and Molecular Biology,212,0.07
35000,CIPCODE,26.0407,Cell Biology and Anatomy,30,0.01
35000,CIPCODE,26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other",41,0.01
35000,CIPCODE,26.0502,"Microbiology, General",239,0.08
35000,CIPCODE,26.0503,Medical Microbiology and Bacteriology,77,0.03
35000,CIPCODE,26.0504,Virology,6,0.0
35000,CIPCODE,26.0505,Parasitology,3,0.0
35000,CIPCODE,26.0507,Immunology,57,0.02
35000,CIPCODE,26.0508,Microbiology and Immunology,55,0.02
35000,CIPCODE,26.0509,Infectious Disease and Global Health,9,0.0
35000,CIPCODE,26.0599,"Microbiological Sciences and Immunology, Other",33,0.01
35000,CIPCODE,26.0701,Zoology/Animal Biology,109,0.04
35000,CIPCODE,26.0702,Entomology,96,0.03
35000,CIPCODE,26.0707,Animal Physiology,27,0.01
35000,CIPCODE,26.0708,Animal Behavior and Ethology,20,0.01
35000,CIPCODE,26.0709,Wildlife Biology,46,0.02
35000,CIPCODE,26.0799,"Zoology/Animal Biology, Other",5,0.0
35000,CIPCODE,26.0801,"Genetics, General",80,0.03
35000,CIPCODE,26.0802,Molecular Genetics,35,0.01
35000,CIPCODE,26.0804,Animal Genetics,13,0.0
35000,CIPCODE,26.0805,Plant Genetics,5,0.0
35000,CIPCODE,26.0806,Human/Medical Genetics,60,0.02
35000,CIPCODE,26.0807,Genome Sciences/Genomics,40,0.01
35000,CIPCODE,26.0899,"Genetics, Other",7,0.0
35000,CIPCODE,26.0901,"Physiology, General",147,0.05
35000,CIPCODE,26.0902,Molecular Physiology,11,0.0
35000,CIPCODE,26.0903,Cell Physiology,13,0.0
35000,CIPCODE,26.0904,Endocrinology,4,0.0
35000,CIPCODE,26.0905,Reproductive Biology,7,0.0
35000,CIPCODE,26.0907,Cardiovascular Science,7,0.0
35000,CIPCODE,26.0908,Exercise Physiology and Kinesiology,227,0.07
35000,CIPCODE,26.0909,Vision Science/Physiological Optics,25,0.01
35000,CIPCODE,26.091,Pathology/Experimental Pathology,89,0.03
35000,CIPCODE,26.0911,Oncology and Cancer Biology,49,0.02
35000,CIPCODE,26.0912,Aerospace Physiology and Medicine,2,0.0
35000,CIPCODE,26.0913,Biomechanics,7,0.0
35000,CIPCODE,26.0999,"Physiology, Pathology, and Related Sciences, Other",20,0.01
35000,CIPCODE,26.1001,Pharmacology,125,0.04
35000,CIPCODE,26.1002,Molecular Pharmacology,29,0.01
35000,CIPCODE,26.1003,Neuropharmacology,3,0.0
35000,CIPCODE,26.1004,Toxicology,67,0.02
35000,CIPCODE,26.1005,Molecular Toxicology,2,0.0
35000,CIPCODE,26.1006,Environmental Toxicology,22,0.01
35000,CIPCODE,26.1007,Pharmacology and Toxicology,35,0.01
35000,CIPCODE,26.1099,"Pharmacology and Toxicology, Other",9,0.0
35000,CIPCODE,26.1101,Biometry/Biometrics,30,0.01
35000,CIPCODE,26.1102,Biostatistics,174,0.06
35000,CIPCODE,26.1103,Bioinformatics,202,0.07
35000,CIPCODE,26.1104,Computational Biology,54,0.02
35000,CIPCODE,26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other",40,0.01
35000,CIPCODE,26.1201,Biotechnology,350,0.12
35000,CIPCODE,26.1301,Ecology,130,0.04
35000,CIPCODE,26.1302,Marine Biology and Biological Oceanography,150,0.05
35000,CIPCODE,26.1303,Evolutionary Biology,34,0.01
35000,CIPCODE,26.1304,Aquatic Biology/Limnology,14,0.0
35000,CIPCODE,26.1305,Environmental Biology,82,0.03
35000,CIPCODE,26.1306,Population Biology,4,0.0
35000,CIPCODE,26.1307,Conservation Biology,56,0.02
35000,CIPCODE,26.1308,Systematic Biology/Biological Systematics,3,0.0
35000,CIPCODE,26.1309,Epidemiology,176,0.06
35000,CIPCODE,26.131,Ecology and Evolutionary Biology,82,0.03
35000,CIPCODE,26.1311,Epidemiology and Biostatistics,10,0.0
35000,CIPCODE,26.1399,"Ecology, Evolution, Systematics and Population Biology, Other",29,0.01
35000,CIPCODE,26.1401,Molecular Medicine,23,0.01
35000,CIPCODE,26.1501,Neuroscience,656,0.22
35000,CIPCODE,26.1503,Neurobiology and Anatomy,45,0.01
35000,CIPCODE,26.1504,Neurobiology and Behavior,17,0.01
35000,CIPCODE,26.1599,"Neurobiology and Neurosciences, Other",23,0.01
35000,CIPCODE,26.9999,"Biological and Biomedical Sciences, Other",227,0.07
35000,CIPCODE,27.0101,"Mathematics, General",2569,0.85
35000,CIPCODE,27.0102,Algebra and Number Theory,2,0.0
35000,CIPCODE,27.0103,Analysis and Functional Analysis,2,0.0
35000,CIPCODE,27.0105,Topology and Foundations,2,0.0
35000,CIPCODE,27.0199,"Mathematics, Other",54,0.02
35000,CIPCODE,27.0301,"Applied Mathematics, General",440,0.15
35000,CIPCODE,27.0303,Computational Mathematics,56,0.02
35000,CIPCODE,27.0304,Computational and Applied Mathematics,85,0.03
35000,CIPCODE,27.0305,Financial Mathematics,178,0.06
35000,CIPCODE,27.0306,Mathematical Biology,8,0.0
35000,CIPCODE,27.0399,"Applied Mathematics, Other",44,0.01
35000,CIPCODE,27.0501,"Statistics, General",528,0.17
35000,CIPCODE,27.0502,Mathematical Statistics and Probability,36,0.01
35000,CIPCODE,27.0503,Mathematics and Statistics,67,0.02
35000,CIPCODE,27.0599,"Statistics, Other",52,0.02
35000,CIPCODE,27.0601,"Applied Statistics, General",48,0.02
35000,CIPCODE,27.9999,"Mathematics and Statistics, Other",69,0.02
35000,CIPCODE,29.0201,"Intelligence, General",36,0.01
35000,CIPCODE,29.0202,Strategic Intelligence,24,0.01
35000,CIPCODE,29.0203,Signal/Geospatial Intelligence,15,0.0
35000,CIPCODE,29.0204,"Command & Control (C3, C4I) Systems and Operations",2,0.0
35000,CIPCODE,29.0206,Information/Psychological Warfare and Military Media Relations,1,0.0
35000,CIPCODE,29.0207,Cyber/Electronic Operations and Warfare,66,0.02
35000,CIPCODE,29.0299,"Intelligence, Command Control and Information Operations, Other",1,0.0
35000,CIPCODE,29.0301,Combat Systems Engineering,3,0.0
35000,CIPCODE,29.0303,Engineering Acoustics,3,0.0
35000,CIPCODE,29.0304,Low-Observables and Stealth Technology,1,0.0
35000,CIPCODE,29.0305,Space Systems Operations,6,0.0
35000,CIPCODE,29.0306,Operational Oceanography,2,0.0
35000,CIPCODE,29.0307,Undersea Warfare,2,0.0
35000,CIPCODE,29.0399,"Military Applied Sciences, Other",7,0.0
35000,CIPCODE,29.0401,Aerospace Ground Equipment Technology,2,0.0
35000,CIPCODE,29.0402,Air and Space Operations Technology,6,0.0
35000,CIPCODE,29.0404,Explosive Ordinance/Bomb Disposal,2,0.0
35000,CIPCODE,29.0405,"Joint Command/Task Force (C3, C4I) Systems",1,0.0
