SAS_NAME,SESTAT_NAME,DESCRIPTION,SOURCE,QUESTION,DOMAIN,SAS_FMT
MRDGRUS,M_ED_MR_SCHOOL_REGION_US_NONUS,Location of school awarding most recent degree (U.S./Non-U.S.),RECODE,Derived within SESTAT from reported information,All respondents,$US_NONUS_CODES
MRINT,M_ED_MR_DEGREE_REAS_PERSONL,Reason for obtaining most recent degree: leisure/personal interest,SYSTEM,For which of the following reasons did you obtain your most recent degree?  (Response to: 'For leisure or personal interest'),All respondents,$YES_NO_CODES
MRLIC,M_ED_MR_DEGREE_REAS_LICENSING,Reason for obtaining most recent degree: licensure/certification,SYSTEM,For which of the following reasons did you obtain your most recent degree?  (Response to: 'For licensure or certification'),All respondents,$YES_NO_CODES
MROTP,M_ED_MR_DEGREE_REAS_OTHR_PUB,"Reason for obtaining most recent degree: graduate school, required by employer or other",RECODE,Derived within SESTAT from reported information,All respondents,$MARK_MROTP
MRPBPR,M_ED_MR_SCHOOL_PUB_OR_PRIV,Public/private status of postsecondary institution awarding most recent degree - 1994 Carnegie value,SYSTEM,From which academic institution did you receive your most recent degree (1994 Public/Private flag)?,All respondents,$PUBLIC_PRIVATE_CODES
MRRGNP,M_ED_MR_SCHOOL_REGION_PUB,Location of school awarding most recent degree (region code) (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$REGION_CODES_PUB
MRSKL,M_ED_MR_DEGREE_REAS_ACQ_SKILL,Reason for obtaining most recent degree: acquire further skills in field,SYSTEM,For which of the following reasons did you obtain your most recent degree?  (Response to: 'To gain further skills or knowledge in your academic or occupational field'),All respondents,$YES_NO_CODES
N2OCMLST,C_JOB_LAST_OCC_GRP_MAJOR_NEW2,Job code for last job (major group),RECODE,Derived within SESTAT from reported information,"Not working during the week of February 1, 2015 , except those who have never worked",$MAJOR_OCC_GROUP_CODES_NEW
N2OCPRMG,B_JOB_OCC_GRP_MAJOR_NEW2,Job code for principal job (major group),RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",$MAJOR_OCC_GROUP_CODES_NEW
N2OCPRNG,B_JOB_OCC_GRP_MINOR_NEW2,Job code for principal job (minor group),RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",$MINOR_GROUP_CODES_NEW
NACEDMG,N_ED_REF_WK_ENROLL_ED_CAT_MAJOR_NEW,Code for field of study during reference week (major group),RECODE,Derived within SESTAT from reported information,"Took courses/enrolled in college/university during the week of February 1, 2015",$MAJOR_GROUP_CODES_NEW
NBAMEMG,J_ED_BA_MAJOR_ED_GROUP_MAJOR_NEW,Field of study for first bachelor's degree (major group),RECODE,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NBAMENGP,J_ED_BA_MAJOR_ED_GROUP_MINOR_NEW_PUB,Field of study for first bachelor's degree (minor group)  (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
ND2MEMG,P_ED_2ND_HD_MAJOR_ED_GRP_MAJOR_NEW,Field of study for second highest degree (major group),RECODE,Derived within SESTAT from reported information,All respondents with two or more degrees,$MAJOR_GROUP_CODES_NEW
ND3MEMG,Q_ED_3RD_HD_MAJOR_ED_GRP_MAJOR_NEW,Field of study for third highest degree (major group),RECODE,Derived within SESTAT from reported information,All respondents with three or more degrees,$MAJOR_GROUP_CODES_NEW
NDGMEMG,O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW,Field of study for highest degree (major group),RECODE,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NDGMENGP,O_ED_HD_MAJOR_ED_GRP_MINOR_NEW_PUB,Field of study for highest degree (minor group)   (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NEDTPP,E_JOB_EMPLR_NON_EDUC_INST_TYPE_PUB,Employer type (not taking into account if it was an educational institution) (recoded for public use),RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",$EMPLOYER_TYPE_CODES_R1_
NEWBUS,E_JOB_EMPLR_NEW_BUSINESS,New business,A12,Did your principal employer come into being as a new business within the past 5 years?,"Working week of February 1, 2015",$YES_NO_CODES
NMRMEMG,M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW,Field of study of major for most recent degree (major group),RECODE,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NMRMENGP,M_ED_MR_MAJOR_ED_GRP_MINOR_NEW_PUB,Field of study of major for most recent degree (minor group)   (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NRCHG,B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG,Reason for working outside field of highest degree: career change,A28.4,Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Change in career or professional interests),"Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NRCON,B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS,Reason for working outside field of highest degree: working conditions,A28.2,"Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Working conditions (e.g., hours, equipment, working environment))","Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NRFAM,B_JOB_OUTSIDE_FLD_REAS_FAMILY,Reason for working outside field of highest degree: family-related reasons,A28.5,"Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Family-related reasons (e.g., children, spouse's job moved))","Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NRLOC,B_JOB_OUTSIDE_FLD_REAS_LOC,Reason for working outside field of highest degree: job location,A28.3,Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Job location),"Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NROCNA,B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL,Reason for working outside field of highest degree: suitable job not available,A28.6,Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Job in doctoral degree field not available),"Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NROT,B_JOB_OUTSIDE_FLD_REAS_OTHR,Reason for working outside field of highest degree: other,A28.7,Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to: Some other reason),"Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NRPAY,B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT,Reason for working outside field of highest degree: pay/promotion,A28.1,"Did these factors influence your decision to work in an area outside the field of your first U.S. doctoral degree? (Response to:  Pay, promotion opportunities)","Working during the week of February 1, 2015 and principal job not related to highest degree",$YES_NO_CODES
NRREA,B_JOB_OUTSIDE_FLD_REASON_PRIMRY,Most important reason for working outside field of highest degree,A29.1,Which two factors in [the previous question] were your most important reason for working in an area outside the field of your first U.S. doctoral degree? (Most important reason),"Working during the week of February 1, 2015 and principal job not related to highest degree",$OUTSIDE_FIELD_REASONS
NRSEC,B_JOB_OUTSIDE_FLD_REASON_SECOND,Second most important reason for working outside field of highest degree,A29.2,Which two factors in [the previous question] were your most important reason for working in an area outside the field of your first U.S. doctoral degree? (Second most important reason),"Working during the week of February 1, 2015 and principal job not related to highest degree",$OUTSIDE_FIELD_REASONS
NSDRMEM,T_ED_USDOC_MAJOR_ED_GRP_MAJOR_NEW,Field of study for first US S&E or health PhD (major group),RECODE,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_USDOC_CODES_NEW
NSDRMEN,T_ED_USDOC_MAJOR_ED_GRP_MINOR_NEW,Field of study for first US S&E or health PhD (minor group),RECODE,Derived within SESTAT from reported information,All respondents,$MINOR_GROUP_USDOC_CODES_NEW
NWFAM,A_JOB_NOT_WRKNG_REAS_FAMILY,Reasons for not working: family responsibilities,A03.4,"What were your reasons for not working during the week of February 1, 2015?  (Marked Family responsibilities)","Not working during the week of February 1, 2015",$YES_NO_CODES
NWLAY,A_JOB_NOT_WRKNG_REAS_LAYOFF,Reasons for not working: layoff,A03.2,"What were your reasons for not working during the week of February 1, 2015?  (Marked On layoff from a job)","Not working during the week of February 1, 2015",$YES_NO_CODES
NWNOND,A_JOB_NOT_WRKNG_REAS_NO_NEED,Reasons for not working: did not need/want to work,A03.7,"What were your reasons for not working during the week of February 1, 2015?  (Marked Did not need or want to work)","Not working during the week of February 1, 2015",$YES_NO_CODES
NWOCNA,A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL,Reasons for not working: suitable job not available,A03.6,"What were your reasons for not working during the week of February 1, 2015?  (Marked Suitable job not available)","Not working during the week of February 1, 2015",$YES_NO_CODES
NWOTP,A_JOB_NOT_WRKNG_REAS_OTHR_PUB,"Reasons for not working: illness, retired or other",RECODE,Derived within SESTAT from reported information,"Not working during the week of February 1, 2015",$MARK_NWOTP
NWSTU,A_JOB_NOT_WRKNG_REAS_STUDENT,Reasons for not working: student,A03.3,"What were your reasons for not working during the week of February 1, 2015?  (Marked Student)","Not working during the week of February 1, 2015",$YES_NO_CODES
OCEDRLP,B_JOB_RELTD_TO_DEGREE,Extent that principal job is related to highest degree,A27,To what extent was your work on your principal job related to your first U.S. doctoral degree?,"Working during the week of February 1, 2015",$RELATED_CODES
PDEMPL,B_JOB_POSTDOC_REAS_NOEMPLOYMENT,Reason for taking postdoc: other employment not available,A24.4,What were your reasons for taking this postdoc? (Response to: 'Other employment not available'),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDEXPECT,B_JOB_POSTDOC_REAS_EXPECTED,Reason for taking postdoc: generally expected in field,A24.5,What were your reasons for taking this postdoc? (Response to: 'Postdoc generally expected for a career in this field'),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDIX,B_JOB_POSTDOC_APPT_IND,Principal job postdoc indicator,A23,Was this job a postdoc?,"Working during the week of February 1, 2015",$YES_NO_CODES
PDOTHER,B_JOB_POSTDOC_REAS_OTHER,Reason for taking postdoc: other,A24.6,What were your reasons for taking this postdoc? (Response to: 'Some other reason'),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDPERPL,B_JOB_POSTDOC_REAS_PEOPLE,Reason for taking postdoc: work with specific person or place,A24.3,What were your reasons for taking this postdoc? (Response to: 'Work with a specific person or place'),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDPRI,B_JOB_POSTDOC_REASON_PRIMARY,Most important reason for taking postdoc,A25.1,Which two reasons in [the previous question] were your most important reasons for taking this postdoc? (Response to: Most important reason),"Working in postdoc week of February 1, 2015",$POSTDOC_REASON_CODES
PDSEC,B_JOB_POSTDOC_REASON_SECONDARY,Second most important reason for taking postdoc,A25.2,Which two reasons in [the previous question] were your most important reasons for taking this postdoc? (Response to: Second most important reason),"Working in postdoc week of February 1, 2015",$POSTDOC_REASON_CODES
PDTRAIN,B_JOB_POSTDOC_REAS_TRAINING,Reason for taking postdoc: additional training in PhD field,A24.1,What were your reasons for taking this postdoc? (Response to: 'Additional training in PhD field''),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDTROUT,B_JOB_POSTDOC_REAS_OUTSIDE,Reason for taking postdoc: training in area outside PhD field,A24.2,What were your reasons for taking this postdoc? (Response to: 'Training in an area outside of PhD field'),"Working in postdoc week of February 1, 2015",$YES_NO_CODES
PDUSFOR,B_POSTGRADUATION_LOCATION_DRF,Post-graduation location at time of doctorate (from DRF),RECODE,Derived within SESTAT from reported information,All respondents,$PDUS
PJFAM,F_JOB_PART_TIME_REAS_FAMILY,Reason worked part-time:  family responsibilities,A40.3,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Family responsibilities)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJHAJ,F_JOB_PART_TIME_REAS_HOLD_ANOTHER_JOB,Reason worked part-time:  held another job,A40.5,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Held more than one job)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJNOND,F_JOB_PART_TIME_REAS_NO_NEED,Reason worked part-time:  did not need/want to work full-time,A40.6,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Did not need or want to work more hours)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJOCNA,F_JOB_PART_TIME_REAS_FT_JOB_NA,Reason worked part-time:  full-time job not available,A40.4,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Full-time job not available)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJOT,F_JOB_PART_TIME_REAS_OTHR,Reason worked part-time:  other,A40.7,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Other)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJRET,F_JOB_PART_TIME_REAS_RETIRED,Reason worked part-time:  previously or semi-retired,A40.1,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Previously retired or semi-retired)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJSTU,F_JOB_PART_TIME_REAS_STUDENT,Reason worked part-time:  student,A40.2,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2015?  (Response to: Student)","Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PJWTFT,F_JOB_PART_TIME_WANT_FULL_TIME,Want to work full-time on principal job indicator,A39,Did you want to work 35 or more hours per week on your principal job?,"Working less than 35 hours per week on principal job during the week of February 1, 2015",$YES_NO_CODES
PRMBRPB,D_JOB_PROF_ASSOC_MEMBRSHPS_NBR_PUB,Number of Professional Society Memberships (Coded for Public Use),RECODE,Derived within SESTAT from reported information,All respondents,MEMBERSHIP_CODES_PUB03_
PROMTGI,D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND,Attended professional meetings in past year,C04,"During the past 12 months, did you attend any professional society or association meetings or professional conferences?","All respondents, except those who never worked",$YES_NO_CODES
PUBPRI,E_JOB_EMPLR_EDUC_INST_PUB_OR_PRIV,Public/private indicator for employer if a postsecondary educational institution - 1994 Carnegie value,SYSTEM,Derived within SESTAT from reported information,"Working during the week of February 1, 2015 and employer is a postsecondary educational institution",$PUBLIC_PRIVATE_CODES
RACETHMP,U_DEM_MULTIPLE_RACE_ETHNICITY_CAT_PUB,Race/ethnicity (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$ETHNICITY_CODES_PUB_NEW
REFID,Z_REFERENCE_ID_NUMBER,Reference/ID number,SYSTEM,Derived within SESTAT from reported information,All respondents,
REFYR,Z_SURVEY_YEAR,Survey year,SYSTEM,Derived within SESTAT from reported information,All respondents,
SALARYP,H_JOB_SALARY_ANN_PUB,Salary (annualized and recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,
SATADV,F_JOB_SATISFACTION_ADVANCEMENT,Satisfaction principal job's opportunities for advancement,A34.5,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's opportunities for advancement","Working week of February 1, 2015",$SATISFIED_CODES
SATBEN,F_JOB_SATISFACTION_BENEFITS,Satisfaction principal job benefits,A34.2,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's benefits","Working week of February 1, 2015",$SATISFIED_CODES
SATCHAL,F_JOB_SATISFACTION_CHALLENGE,Satisfaction principal job's intellectual challenge,A34.6,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's intellectual challenge","Working week of February 1, 2015",$SATISFIED_CODES
SATIND,F_JOB_SATISFACTION_INDEPENDENCE,Satisfaction principal job's degree of independence,A34.8,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's degree of independence","Working week of February 1, 2015",$SATISFIED_CODES
SATLOC,F_JOB_SATISFACTION_LOCATION,Satisfaction principal job's job location,A34.4,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's job location","Working week of February 1, 2015",$SATISFIED_CODES
SATRESP,F_JOB_SATISFACTION_RESPONSIBILITY,Satisfaction principal job's level of responsibility,A34.7,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's level of responsibility","Working week of February 1, 2015",$SATISFIED_CODES
SATSAL,F_JOB_SATISFACTION_SALARY,Satisfaction principal job salary,A34.1,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's salary","Working week of February 1, 2015",$SATISFIED_CODES
SATSEC,F_JOB_SATISFACTION_SECURITY,Satisfaction principal job's job security,A34.3,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's job security","Working week of February 1, 2015",$SATISFIED_CODES
SATSOC,F_JOB_SATISFACTION_SOCIETY,Satisfaction principal job's contribution to society,A34.9,"Thinking about your principal job held during the week of February 1, 2015, please rate your satisfaction with that job's contribution to society","Working week of February 1, 2015",$SATISFIED_CODES
SDR5YRP,T_ED_USDOC_DEGREE_AWARD_YR_5_YR_GROUPING_PUB,Year of award of first US S&E or health PhD (5 year intervals) (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,SDR5YRP_CODES
SDRPBPR,T_ED_USDOC_SCHOOL_PUB_OR_PRIV,Public/private status of school awarding first US S&E or health PhD - 1994 Carnegie value,SYSTEM,From which academic institution did you receive your first US PhD (1994 Public/Private flag)?,All respondents,$PUBLIC_PRIVATE_CODES
SDRRGNP,T_ED_USDOC_SCHOOL_REGION_PUB,Location of school awarding first US S&E or health PhD degree (region code) (recoded for public use),RECODE,Derived within SESTAT from reported information,All respondents,$REGION_CODES_PUB
SEH,T_ED_USDOC_SEH,"Major field, 1st US SEH PhD, collapsed to Science/Engineering/Health",RECODE,Derived within SESTAT from reported information,All respondents,$SEH
SPNAT,W_DEM_SPOUSE_WORK_EXPERT_PHYS_SCI,"Technical expertise required by spouse/partner job: engineering, computer, math, natural sciences",E03.1,"Did your spouse's or partner's duties on this job require technical expertise of a bachelor's degree or higher in... (Response to: Engineering, computer science, math or the natural sciences)","Spouse working during week of February 1, 2015",$YES_NO_CODES
SPOT,W_DEM_SPOUSE_WORK_EXPERT_OTHER,Technical expertise required by spouse/partner job: other,E03.3,"Did your spouse's or partner's duties on this job require technical expertise of a bachelor's degree or higher in... (Response to: Some other field (e.g. health, business, or education))","Spouse working during week of February 1, 2015",$YES_NO_CODES
SPOWK,W_DEM_SPOUSE_WORKING_IND,Spouse or partner working?,E02,"During the week of February 1, 2015, was your spouse or partner working?","Married or living in a marriage-like relationship during week of February 1, 2015",$SPOUSE_WORKING_CODES
SPSOC,W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI,Technical expertise required by spouse/partner Job: social sciences,E03.2,Did your spouse's or partner's duties on this job require technical expertise of a bachelor's degree or higher in... (Response to: Social sciences),"Spouse working during week of February 1, 2015",$YES_NO_CODES
SRVMODE,Z_SURVEY_MODE,Survey mode,SYSTEM,Derived within SESTAT from reported information,All respondents,$SURVEY_MODES
SUPWK,F_JOB_SUPERVISE_WRK_IND,Supervised others in principal job indicator,A32,"Did you supervise the work of others as part of the principal job you held during the week of February 1, 2015?","Working during the week of February 1, 2015",$YES_NO_CODES
SURID,Z_SURVEY_IDENTIFIER,Survey identifier,SYSTEM,Derived within SESTAT from reported information,All respondents,SURVEY_IDENTIFIER_CODES
TCDGCMP,N_ED_WORK_DEGREE_COMPLETED,Completed degree between previous survey reference month/year and current survey reference month/year,D01,"Between February 2013 and February 2015 did you complete another degree, such as a master's or another doctorate?",Took courses/enrolled in college/university between February 2013 and February 2015,$YES_NO_CODES
TENI,E_JOB_EMPLR_EDUC_INST_TENURE_STAT_IND,Tenure status indicator,RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015 and employer is a postsecondary educational institution",$TENURE_STATUS_IND_CODES
TENSTA,E_JOB_EMPLR_EDUC_INST_TENURE_STAT,Tenure status,A18,What was your tenure status?,"Working during the week of February 1, 2015 and employer is a postsecondary educational institution",$TENURE_STATUS_CODES
WAACC,F_JOB_WRK_ACTVTY_ACCTNG,"Work activity on principal job (10% indicator): accounting, finance, contracts",A30.01,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Accounting, finance, contracts)","Working during the week of February 1, 2015",$YES_NO_CODES
WAAPRSH,F_JOB_WRK_ACTVTY_APPLIED_RSCH,Work activity on principal job (10% indicator): applied research,A30.03,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Applied research - study directed toward gaining scientific knowledge to meet a recognized need),"Working during the week of February 1, 2015",$YES_NO_CODES
WABRSH,F_JOB_WRK_ACTVTY_BASIC_RSCH,Work activity on principal job (10% indicator): basic research,A30.02,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Basic research - study directed toward gaining scientific knowledge primarily for its own sake),"Working during the week of February 1, 2015",$YES_NO_CODES
WACOM,F_JOB_WRK_ACTVTY_COMPUTER,Work activity on principal job (10% indicator): computer applications,A30.06,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Computer programming, systems or applications development)","Working during the week of February 1, 2015",$YES_NO_CODES
WADEV,F_JOB_WRK_ACTVTY_DEVELOPMT,Work activity on principal job (10% indicator): development,A30.04,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Development - using knowledge gained from research for the production of materials, devices)","Working during the week of February 1, 2015",$YES_NO_CODES
WADSN,F_JOB_WRK_ACTVTY_DESIGN,Work activity on principal job (10% indicator): design,A30.05,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Design of equipment, processes, structures, models)","Working during the week of February 1, 2015",$YES_NO_CODES
WAEMRL,F_JOB_WRK_ACTVTY_PERSONNEL,Work activity on principal job (10% indicator): human resources,A30.07,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Human resources - including recruiting, personnel development, training)","Working during the week of February 1, 2015",$YES_NO_CODES
WAMGMT,F_JOB_WRK_ACTVTY_MGT,Work activity on principal job (10% indicator): managing or supervising people/project,A30.08,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Managing or supervising people or projects),"Working during the week of February 1, 2015",$YES_NO_CODES
WAOT,F_JOB_WRK_ACTVTY_OTHR,Work activity on principal job (10% indicator): other,A30.14,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Other),"Working during the week of February 1, 2015",$YES_NO_CODES
WAPRI,F_JOB_WRK_ACTIVITY_PRIMRY,Work activity spent most hours on in principal job,A31.1,On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to: Activity most hours),"Working during the week of February 1, 2015",$WORK_ACTIVITY_CODES_R1_
WAPROD,F_JOB_WRK_ACTVTY_PRODUCTN,"Work activity on principal job (10% indicator): production, operations, maintenance",A30.09,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Production, operations, maintenance (e.g., chip production, operating lab equipment))","Working during the week of February 1, 2015",$YES_NO_CODES
WAPRSM,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY,Summarized primary work activity,RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",$WORK_SUMMARY_CODES
WAQM,F_JOB_WRK_ACTVTY_QUAL_MGT,Work activity on principal job (10% indicator): quality or productivity management,A30.12,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Quality or productivity management),"Working during the week of February 1, 2015",$YES_NO_CODES
WASALE,F_JOB_WRK_ACTVTY_SALES,"Work activity on principal job (10% indicator): sales, purchasing, marketing",A30.11,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Sales, purchasing, marketing, customer service, public relations)","Working during the week of February 1, 2015",$YES_NO_CODES
WASCSM,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY,Summarized secondary work activity,RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",$WORK_SUMMARY_CODES
WASEC,F_JOB_WRK_ACTIVITY_SECONDARY,Work activity spent second most hours on in principal job,A31.2,On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to: Activity second most hours),"Working during the week of February 1, 2015",$WORK_ACTIVITY_CODES_R1_
WASVC,F_JOB_WRK_ACTVTY_PROF_SERV,Work activity on principal job (10% indicator): professional services,A30.10,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Professional services (e.g., health care, counseling, financial services, legal services))","Working during the week of February 1, 2015",$YES_NO_CODES
WATEA,F_JOB_WRK_ACTVTY_TEACH,Work activity on principal job (10% indicator): teaching,A30.13,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Teaching),"Working during the week of February 1, 2015",$YES_NO_CODES
WKSLYR,B_PRINCIPAL_JOB_LESS_THAN_52WKS,Number of weeks worked per year if less than 52 weeks,A37.WKS,"Was this salary based on a 52-week year, or less than that? (Responded Less than 52 weeks and entered number of weeks per year.)","Working during the week of February 1, 2015",
WKSWK,B_PRINCIPAL_JOB_WEEKS,Principal job salary:  weeks per year basis,RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2015",
WKSYR,B_PRINCIPAL_JOB_52_WEEKS,Indicator for working 52 weeks per year,A37,"Was this salary based on a 52-week year, or less than that?","Working during the week of February 1, 2015",$WEEKS_CODES_NEW
WKTRNI,G_JOB_TRAINING_WRK_RELTD_IND,Attended work-related training,C01,"During the past 12 months, did you attend any work-related training, such as workshops or seminars?","All respondents, except those who never worked",$YES_NO_CODES
WRKG,A_JOB_STATUS_EMPLOYED_IND,Working for pay or profit during reference week,A01,"Were you working for pay or profit during the week of February 1, 2015?",All respondents,$YES_NO_CODES
WRKGP,D_JOB_EMPLOYED_IND,"Employment status indicator, comparing current and previous reference weeks",B01,"Were you working for pay or profit during both of these time periods -- the week of February 1, 2013, and the week of February 1, 2015?","All respondents, except those who never worked",$YES_NO_CODES
WTRCHOC,G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF,Reason for attending work-related training: facilitate occupation change to different field,C02.4,For which of the following reasons did you take training during the past 12 months? (Response to: To facilitate a change to a different occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTREASN,G_JOB_TRAINING_PRIMARY_REASON,Most important reason for taking work-related training,C03,What was your most important reason from question C2 for taking training?,"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$TRAINING_REASON_CODES_NEW
WTREM,G_JOB_TRAINING_REAS_EMPLR_REQ,Reason for attending work-related training: required/expected by employer,C02.5,For which of the following reasons did you take training during the past 12 months? (Response to: Required or expected by employer),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTRLIC,G_JOB_TRAINING_REAS_LICENSING,Reason for attending work-related training: licensure/certification,C02.3,For which of the following reasons did you take training during the past 12 months? (Response to: For licensure or certification in your current occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTROPPS,G_JOB_TRAINING_REAS_OPPS_ADV_SALARY,Reason for attending work-related training: increase advancement opportunities in current occupation,C02.2,For which of the following reasons did you take training during the past 12 months? (Response to: To increase opportunities for promotion or advancement in your current occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTROT,G_JOB_TRAINING_REAS_OTHR,Reason for attending work-related training: other,C02.7,For which of the following reasons did you take training during the past 12 months? (Response to: Other),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTRPERS,G_JOB_TRAINING_REAS_PERS,Reason for attending work-related training:  leisure/personal interest,C02.6,For which of the following reasons did you take training during the past 12 months?  (Response to: For leisure or personal interest),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
