sas_name,SESTAT_NAME,DESCRIPTION,source,question,domain,SAS_FMT
SPSOC,W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI,Technical expertise required by spouse/partner Job: social sciences,E03.2,"Did your spouse's or partner's duties on this job require technical expertise of a bachelor's degree or higher in... (Response to ""Social sciences"")","Spouse working during week of February 1, 2013",$YESNO.
SRVMODE,Z_SURVEY_MODE,Survey mode,SYSTEM,Data item developed by survey contractors; describes mode of data collection completed by respondent,All respondents,$MODE.
SUPWK,F_JOB_SUPERVISE_WRK_IND,Supervised others in principal job indicator,A32,"Did you supervise the work of others as part of the principal job you held during the week of February 1, 2013?","Working during the week of February 1, 2013",$YESNO.
SURID,Z_SURVEY_IDENTIFIER,Survey identifier,SYSTEM,Data item developed by survey contractors; describes the survey used to collect the current year's data on the respondent,All respondents,$SURID.
TCDGCMP,N_ED_WORK_DEGREE_COMPLETED,Completed degree between previous survey reference month/year and current survey reference month/year,D01,"Between October 2010 and February 2013 did you complete another degree, such as a master's or another doctorate?",Took courses/enrolled in college/university between October 2010 and February 2013 (NSCG and SDR only),$YESNO.
WAACC,F_JOB_WRK_ACTVTY_ACCTNG,"Work activity on principal job (10% indicator): accounting, finance, contracts",A30.01,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Accounting, finance, contracts"")","Working during the week of February 1, 2013",$YESNO.
WAAPRSH,F_JOB_WRK_ACTVTY_APPLIED_RSCH,Work activity on principal job (10% indicator): applied research,A30.03,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Applied research - study directed toward gaining scientific knowledge to meet a recognized need"")","Working during the week of February 1, 2013",$YESNO.
WABRSH,F_JOB_WRK_ACTVTY_BASIC_RSCH,Work activity on principal job (10% indicator): basic research,A30.02,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Basic research - study directed toward gaining scientific knowledge primarily for its own sake"")","Working during the week of February 1, 2013",$YESNO.
WACOM,F_JOB_WRK_ACTVTY_COMPUTER,Work activity on principal job (10% indicator): computer applications,A30.06,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Computer programming, systems or applications development"")","Working during the week of February 1, 2013",$YESNO.
WADEV,F_JOB_WRK_ACTVTY_DEVELOPMT,Work activity on principal job (10% indicator): development,A30.04,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Development - using knowledge gained from research for the production of materials, devices"")","Working during the week of February 1, 2013",$YESNO.
WADSN,F_JOB_WRK_ACTVTY_DESIGN,Work activity on principal job (10% indicator): design,A30.05,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Design of equipment, processes, structures, models"")","Working during the week of February 1, 2013",$YESNO.
WAEMRL,F_JOB_WRK_ACTVTY_PERSONNEL,Work activity on principal job (10% indicator): human resources,A30.07,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Human resources - including recruiting, personnel development, training"")","Working during the week of February 1, 2013",$YESNO.
WAMGMT,F_JOB_WRK_ACTVTY_MGT,Work activity on principal job (10% indicator): managing or supervising people/project,A30.08,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Managing or supervising people or projects"")","Working during the week of February 1, 2013",$YESNO.
WAOT,F_JOB_WRK_ACTVTY_OTHR,Work activity on principal job (10% indicator): other,A30.14,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Other"")","Working during the week of February 1, 2013",$YESNO.
WAPRI,F_JOB_WRK_ACTIVITY_PRIMRY,Work activity spent most hours on in principal job,A31.1,"On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to ""Activity most hours"")","Working during the week of February 1, 2013",$WRK2ACT.
WAPROD,F_JOB_WRK_ACTVTY_PRODUCTN,"Work activity on principal job (10% indicator): production, operations, maintenance",A30.09,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Production, operations, maintenance (e.g., chip production, operating lab equipment)"")","Working during the week of February 1, 2013",$YESNO.
WAPRSM,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY,Summarized primary work activity,RECODE,Derived within SESTAT from reported information.,"Working during the week of February 1, 2013",$WRKSUM.
WAQM,F_JOB_WRK_ACTVTY_QUAL_MGT,Work activity on principal job (10% indicator): quality or productivity management,A30.12,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Quality or productivity management"")","Working during the week of February 1, 2013",$YESNO.
WASALE,F_JOB_WRK_ACTVTY_SALES,"Work activity on principal job (10% indicator): sales, purchasing, marketing",A30.11,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Sales, purchasing, marketing, customer service, public relations"")","Working during the week of February 1, 2013",$YESNO.
WASCSM,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY,Summarized secondary work activity,RECODE,Derived within SESTAT from reported information.,"Working during the week of February 1, 2013",$WRKSUM.
WASEC,F_JOB_WRK_ACTIVITY_SECONDARY,Work activity spent second most hours on in principal job,A31.2,"On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to ""Activity second most hours"")","Working during the week of February 1, 2013",$WRK2ACT.
WASVC,F_JOB_WRK_ACTVTY_PROF_SERV,Work activity on principal job (10% indicator): professional services,A30.10,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Professional services (e.g., health care, counseling, financial services, legal services)"")","Working during the week of February 1, 2013",$YESNO.
WATEA,F_JOB_WRK_ACTVTY_TEACH,Work activity on principal job (10% indicator): teaching,A30.13,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to ""Teaching"")","Working during the week of February 1, 2013",$YESNO.
WKSWKP,B_PRINCIPAL_JOB_WEEKS_PUB,Principal job salary:  weeks per year basis (recoded for public use),RECODE,Derived within SESTAT from reported information.,"Working during the week of February 1, 2013",$JOBWKP.
WKTRNIP,G_JOB_TRAINING_WRK_RELTD_IND_ISDR_PUB,Attended work-related training (recoded for public use),RECODE,"During the past 12 months, did you attend any work-related training, such as workshops or seminars?",All respondents,$YESNO.
WRKG,A_JOB_STATUS_EMPLOYED_IND,Working for pay or profit during reference week,A01,"Were you working for pay or profit during the week of February 1, 2013?",All respondents,$YESNO.
WRKGPIP,D_JOB_EMPLOYED_IND_ISDR_PUB,"Employment status indicator, comparing current and previous reference weeks (recoded for public use)",RECODE,"Were you working for pay or profit during both of these time periods -- the week of October 1, 2010, and the week of February 1, 2013?",All respondents,$YESNO.
WTRCHOC,G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF,Reason for attending work-related training: facilitate occupation change to different field,C02.4,"For which of the following reasons did you take training during the past 12 months? (Response to ""To facilitate a change to a different occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTREASN,G_JOB_TRAINING_PRIMARY_REASON,Most important reason for taking work-related training,C03,What was your most important reason from question C2 for taking training?,"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$TRNREAN.
WTREM,G_JOB_TRAINING_REAS_EMPLR_REQ,Reason for attending work-related training: required/expected by employer,C02.5,"For which of the following reasons did you take training during the past 12 months? (Response to ""Required or expected by employer"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRLIC,G_JOB_TRAINING_REAS_LICENSING,Reason for attending work-related training: licensure/certification,C02.3,"For which of the following reasons did you take training during the past 12 months? (Response to ""For licensure or certification in your current occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTROPPS,G_JOB_TRAINING_REAS_OPPS_ADV_SALARY,Reason for attending work-related training: increase advancement opportunities in current occupation,C02.2,"For which of the following reasons did you take training during the past 12 months? (Response to ""To increase opportunities for promotion or advancement in your current occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTROT,G_JOB_TRAINING_REAS_OTHR,Reason for attending work-related training: other,C02.7,"For which of the following reasons did you take training during the past 12 months? (Response to ""Other"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRPERS,G_JOB_TRAINING_REAS_PERS,Reason for attending work-related training:  leisure/personal interest,C02.6,"For which of the following reasons did you take training during the past 12 months?  (Response to ""For leisure or personal interest"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTRSKL,G_JOB_TRAINING_REAS_ACQ_SKILL,Reason for attending work-related training: acquire further skills/knowledge,C02.1,"For which of the following reasons did you take training during the past 12 months? (Response to ""To improve skills or knowledge in your current occupational field"")","All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YESNO.
WTSURVY,Z_WEIGHTING_FACTOR_SURVEY,Final survey-specific weight,SYSTEM,Derived within SESTAT from reported information.,All respondents,WGTFMT.
